frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
1,2.274517752322845,2.4679800412759296,2.200828882952705,2.3021587117199287,pass,0,0.0,0.98,1,/app/raw_data/subj01_timepoint01.mp4
2,2.9920455319046253,3.1724840281879327,2.8740701260300696,3.0022739553872153,pass,0,0.033,0.98,1,/app/raw_data/subj01_timepoint01.mp4
3,3.2640093361549183,2.8323721509199835,2.4019635181625376,2.8781956080428674,pass,0,0.067,0.98,1,/app/raw_data/subj01_timepoint01.mp4
4,3.748886749207121,4.254573817962472,3.937709320661901,3.941590474075829,pass,0,0.1,0.98,1,/app/raw_data/subj01_timepoint01.mp4
5,3.9953551354038144,4.480875845859481,3.9973538505247426,4.123754916614547,pass,0,0.133,0.98,1,/app/raw_data/subj01_timepoint01.mp4
6,4.415282027828922,4.235484076025359,3.694224289504131,4.1402643336727865,pass,0,0.16699999999999998,0.98,1,/app/raw_data/subj01_timepoint01.mp4
7,4.671896680119239,4.359601725901938,3.9295054372763505,4.355274457585352,pass,0,0.2,0.98,1,/app/raw_data/subj01_timepoint01.mp4
8,4.436850234745749,3.9190505519069605,3.8237683149914683,4.106982343549979,pass,0,0.233,0.98,1,/app/raw_data/subj01_timepoint01.mp4
9,4.281285646140795,3.7566624273641827,3.6950037916620233,3.9580852661010217,pass,0,0.267,0.98,1,/app/raw_data/subj01_timepoint01.mp4
10,4.103794996019374,3.6473536488900677,3.6451324791089745,3.838838057224168,pass,0,0.3,0.98,1,/app/raw_data/subj01_timepoint01.mp4
11,3.6626667133410087,3.4273844837240843,3.464264678029091,3.538097062817002,pass,0,0.33299999999999996,0.98,1,/app/raw_data/subj01_timepoint01.mp4
12,3.52139514221551,3.341674949500823,3.2458124905992967,3.3870742541486303,pass,0,0.36700000000000005,0.98,1,/app/raw_data/subj01_timepoint01.mp4
13,3.4196342398137283,3.3929102323746747,3.3297140303368398,3.3842057506528547,pass,0,0.4,0.98,1,/app/raw_data/subj01_timepoint01.mp4
14,3.5631621092819223,3.4231021683414964,3.3585571107621255,3.4616921252913477,pass,0,0.433,0.98,1,/app/raw_data/subj01_timepoint01.mp4
15,3.611549185462234,3.452663805686386,3.436586293422401,3.5144858038244315,pass,0,0.467,0.98,1,/app/raw_data/subj01_timepoint01.mp4
