aco_numpauses,aco_pausefrac,aco_pausetime,aco_speakingtime,aco_totaltime,error_reason,dbm_master_url
1,0.2689655172413793,0.7800000000000007,2.120000000000002,2.9000000000000026,Pass,/app/raw_data/subj02_timepoint01.mp4
