Frames,mov_headvel,error_reason,dbm_master_url
0,,Pass,/app/raw_data/subj02_timepoint01.mp4
1,0.31622776601679414,Pass,/app/raw_data/subj02_timepoint01.mp4
2,0.7999999999999545,Pass,/app/raw_data/subj02_timepoint01.mp4
3,0.09999999999999787,Pass,/app/raw_data/subj02_timepoint01.mp4
4,0.9110433579144639,Pass,/app/raw_data/subj02_timepoint01.mp4
5,0.39999999999997726,Pass,/app/raw_data/subj02_timepoint01.mp4
6,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
7,0.9055385138137189,Pass,/app/raw_data/subj02_timepoint01.mp4
8,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
9,0.14142135623730648,Pass,/app/raw_data/subj02_timepoint01.mp4
10,0.4123105625617995,Pass,/app/raw_data/subj02_timepoint01.mp4
11,0.39999999999997726,Pass,/app/raw_data/subj02_timepoint01.mp4
12,0.09999999999999787,Pass,/app/raw_data/subj02_timepoint01.mp4
13,0.9539392014169246,Pass,/app/raw_data/subj02_timepoint01.mp4
14,0.10000000000002274,Pass,/app/raw_data/subj02_timepoint01.mp4
15,1.0440306508910553,Pass,/app/raw_data/subj02_timepoint01.mp4
16,0.5744562646538256,Pass,/app/raw_data/subj02_timepoint01.mp4
17,1.4317821063276461,Pass,/app/raw_data/subj02_timepoint01.mp4
18,1.2449899597988432,Pass,/app/raw_data/subj02_timepoint01.mp4
19,3.274141108748989,Pass,/app/raw_data/subj02_timepoint01.mp4
20,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
21,1.7720045146669021,Pass,/app/raw_data/subj02_timepoint01.mp4
22,1.3379088160259542,Pass,/app/raw_data/subj02_timepoint01.mp4
23,2.0904544960366622,Pass,/app/raw_data/subj02_timepoint01.mp4
24,7.237402849088858,Pass,/app/raw_data/subj02_timepoint01.mp4
25,1.1357816691600469,Pass,/app/raw_data/subj02_timepoint01.mp4
26,3.753664875824714,Pass,/app/raw_data/subj02_timepoint01.mp4
27,0.4123105625617435,Pass,/app/raw_data/subj02_timepoint01.mp4
28,0.10000000000000142,Pass,/app/raw_data/subj02_timepoint01.mp4
29,0.22360679774996864,Pass,/app/raw_data/subj02_timepoint01.mp4
30,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
31,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
32,0.39999999999997726,Pass,/app/raw_data/subj02_timepoint01.mp4
33,0.29999999999999183,Pass,/app/raw_data/subj02_timepoint01.mp4
34,0.6403124237432529,Pass,/app/raw_data/subj02_timepoint01.mp4
35,0.574456264653803,Pass,/app/raw_data/subj02_timepoint01.mp4
36,0.5099019513593056,Pass,/app/raw_data/subj02_timepoint01.mp4
37,0.29999999999999183,Pass,/app/raw_data/subj02_timepoint01.mp4
38,0.5196152422706634,Pass,/app/raw_data/subj02_timepoint01.mp4
39,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
40,0.3316624790355442,Pass,/app/raw_data/subj02_timepoint01.mp4
41,0.3741657386773862,Pass,/app/raw_data/subj02_timepoint01.mp4
42,0.6782329983125472,Pass,/app/raw_data/subj02_timepoint01.mp4
43,0.5196152422706634,Pass,/app/raw_data/subj02_timepoint01.mp4
44,1.0049875621120892,Pass,/app/raw_data/subj02_timepoint01.mp4
45,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
46,0.43588989435407316,Pass,/app/raw_data/subj02_timepoint01.mp4
47,1.711724276862358,Pass,/app/raw_data/subj02_timepoint01.mp4
48,3.4117444218463735,Pass,/app/raw_data/subj02_timepoint01.mp4
49,0.9055385138137189,Pass,/app/raw_data/subj02_timepoint01.mp4
50,1.6031219541881625,Pass,/app/raw_data/subj02_timepoint01.mp4
51,0.7615773105863807,Pass,/app/raw_data/subj02_timepoint01.mp4
52,1.0198039027185568,Pass,/app/raw_data/subj02_timepoint01.mp4
53,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
54,0.9219544457292664,Pass,/app/raw_data/subj02_timepoint01.mp4
55,1.51657508881031,Pass,/app/raw_data/subj02_timepoint01.mp4
56,0.14142135623732532,Pass,/app/raw_data/subj02_timepoint01.mp4
57,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
58,0.24494897427832638,Pass,/app/raw_data/subj02_timepoint01.mp4
59,0.8062257748298101,Pass,/app/raw_data/subj02_timepoint01.mp4
60,0.9165151389911772,Pass,/app/raw_data/subj02_timepoint01.mp4
61,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
62,0.19999999999998863,Pass,/app/raw_data/subj02_timepoint01.mp4
63,0.24494897427830897,Pass,/app/raw_data/subj02_timepoint01.mp4
64,0.4242640687119065,Pass,/app/raw_data/subj02_timepoint01.mp4
65,0.31622776601684915,Pass,/app/raw_data/subj02_timepoint01.mp4
66,0.4242640687119073,Pass,/app/raw_data/subj02_timepoint01.mp4
67,0.24494897427830897,Pass,/app/raw_data/subj02_timepoint01.mp4
68,0.10000000000002274,Pass,/app/raw_data/subj02_timepoint01.mp4
69,0.09999999999999964,Pass,/app/raw_data/subj02_timepoint01.mp4
70,0.10000000000002274,Pass,/app/raw_data/subj02_timepoint01.mp4
71,0.39999999999997726,Pass,/app/raw_data/subj02_timepoint01.mp4
72,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
73,0.360555127546408,Pass,/app/raw_data/subj02_timepoint01.mp4
74,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
75,0.360555127546408,Pass,/app/raw_data/subj02_timepoint01.mp4
76,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
77,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
78,0.2236067977500203,Pass,/app/raw_data/subj02_timepoint01.mp4
79,0.3605551275463607,Pass,/app/raw_data/subj02_timepoint01.mp4
80,0.616441400296864,Pass,/app/raw_data/subj02_timepoint01.mp4
81,0.22360679774996625,Pass,/app/raw_data/subj02_timepoint01.mp4
82,0.5099019513592781,Pass,/app/raw_data/subj02_timepoint01.mp4
83,0.2236067977500203,Pass,/app/raw_data/subj02_timepoint01.mp4
84,0.17320508075690044,Pass,/app/raw_data/subj02_timepoint01.mp4
85,0.5,Pass,/app/raw_data/subj02_timepoint01.mp4
86,0.14142135623731025,Pass,/app/raw_data/subj02_timepoint01.mp4
87,0.9273618495495481,Pass,/app/raw_data/subj02_timepoint01.mp4
88,0.8306623862918182,Pass,/app/raw_data/subj02_timepoint01.mp4
89,0.5099019513592781,Pass,/app/raw_data/subj02_timepoint01.mp4
90,0.2449489742783075,Pass,/app/raw_data/subj02_timepoint01.mp4
91,0.6082762530298447,Pass,/app/raw_data/subj02_timepoint01.mp4
92,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
93,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
94,0.17320508075686764,Pass,/app/raw_data/subj02_timepoint01.mp4
95,0.4000000000000341,Pass,/app/raw_data/subj02_timepoint01.mp4
96,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
97,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
98,0.7071067811865359,Pass,/app/raw_data/subj02_timepoint01.mp4
99,0.19999999999998863,Pass,/app/raw_data/subj02_timepoint01.mp4
100,0.41231056256179904,Pass,/app/raw_data/subj02_timepoint01.mp4
101,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
102,0.22360679774996864,Pass,/app/raw_data/subj02_timepoint01.mp4
103,0.9055385138137757,Pass,/app/raw_data/subj02_timepoint01.mp4
104,0.7071067811865362,Pass,/app/raw_data/subj02_timepoint01.mp4
105,1.902629759044079,Pass,/app/raw_data/subj02_timepoint01.mp4
106,0.7071067811865925,Pass,/app/raw_data/subj02_timepoint01.mp4
107,0.31622776601684804,Pass,/app/raw_data/subj02_timepoint01.mp4
108,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
109,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
110,0.7071067811865365,Pass,/app/raw_data/subj02_timepoint01.mp4
111,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
112,0.6999999999999886,Pass,/app/raw_data/subj02_timepoint01.mp4
113,0.17320508075690044,Pass,/app/raw_data/subj02_timepoint01.mp4
114,0.3316624790355511,Pass,/app/raw_data/subj02_timepoint01.mp4
115,0.9110433579144637,Pass,/app/raw_data/subj02_timepoint01.mp4
116,0.0999999999999659,Pass,/app/raw_data/subj02_timepoint01.mp4
117,0.14142135623728389,Pass,/app/raw_data/subj02_timepoint01.mp4
118,0.0999999999999659,Pass,/app/raw_data/subj02_timepoint01.mp4
119,0.22360679774996944,Pass,/app/raw_data/subj02_timepoint01.mp4
120,0.22360679775001868,Pass,/app/raw_data/subj02_timepoint01.mp4
121,0.2236067977500203,Pass,/app/raw_data/subj02_timepoint01.mp4
122,0.5099019513592784,Pass,/app/raw_data/subj02_timepoint01.mp4
123,0.14142135623728638,Pass,/app/raw_data/subj02_timepoint01.mp4
124,0.6000000000000227,Pass,/app/raw_data/subj02_timepoint01.mp4
125,0.0999999999999659,Pass,/app/raw_data/subj02_timepoint01.mp4
126,0.9055385138137755,Pass,/app/raw_data/subj02_timepoint01.mp4
127,0.6082762530298443,Pass,/app/raw_data/subj02_timepoint01.mp4
128,0.30000000000001137,Pass,/app/raw_data/subj02_timepoint01.mp4
129,1.0099504938362078,Pass,/app/raw_data/subj02_timepoint01.mp4
130,0.4123105625617435,Pass,/app/raw_data/subj02_timepoint01.mp4
131,0.22360679775001868,Pass,/app/raw_data/subj02_timepoint01.mp4
132,0.905538513813719,Pass,/app/raw_data/subj02_timepoint01.mp4
133,0.31622776601684915,Pass,/app/raw_data/subj02_timepoint01.mp4
134,0.19999999999998863,Pass,/app/raw_data/subj02_timepoint01.mp4
135,0.39999999999997726,Pass,/app/raw_data/subj02_timepoint01.mp4
136,0.7000000000000455,Pass,/app/raw_data/subj02_timepoint01.mp4
137,0.24494897427835538,Pass,/app/raw_data/subj02_timepoint01.mp4
138,0.5,Pass,/app/raw_data/subj02_timepoint01.mp4
139,0.6000000000000227,Pass,/app/raw_data/subj02_timepoint01.mp4
140,0.7141428428542735,Pass,/app/raw_data/subj02_timepoint01.mp4
141,0.2449489742783097,Pass,/app/raw_data/subj02_timepoint01.mp4
142,0.7141428428542735,Pass,/app/raw_data/subj02_timepoint01.mp4
143,0.19999999999998863,Pass,/app/raw_data/subj02_timepoint01.mp4
144,0.33166247903549917,Pass,/app/raw_data/subj02_timepoint01.mp4
145,0.1414213562373266,Pass,/app/raw_data/subj02_timepoint01.mp4
146,0.31622776601684804,Pass,/app/raw_data/subj02_timepoint01.mp4
147,2.410394158638767,Pass,/app/raw_data/subj02_timepoint01.mp4
