fac_AU01int,fac_AU02int,fac_AU04int,fac_AU05int,fac_AU06int,fac_AU07int,fac_AU09int,fac_AU10int,fac_AU12int,fac_AU14int,fac_AU15int,fac_AU17int,fac_AU20int,fac_AU23int,fac_AU25int,fac_AU26int,fac_AU45int,fac_AU01pres,fac_AU02pres,fac_AU04pres,fac_AU05pres,fac_AU06pres,fac_AU07pres,fac_AU09pres,fac_AU10pres,fac_AU12pres,fac_AU14pres,fac_AU15pres,fac_AU17pres,fac_AU20pres,fac_AU23pres,fac_AU25pres,fac_AU26pres,fac_AU28pres,fac_AU45pres,frame,face_id,timestamp,confidence,success,dbm_master_url
0.42,0.0,1.34,0.0,0.04,1.69,0.0,0.29,0.0,0.07,0.03,0.13,0.0,0.0,0.22,0.02,0.24,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,2.5,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.55,0.0,1.27,0.0,0.03,1.56,0.0,0.27,0.0,0.06,0.0,0.08,0.0,0.0,0.21,0.02,0.24,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,2.533,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.55,0.0,1.19,0.0,0.01,1.46,0.0,0.28,0.0,0.02,0.0,0.05,0.0,0.0,0.15,0.04,0.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,2.5669999999999997,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.56,0.02,1.13,0.0,0.0,1.33,0.0,0.27,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.02,0.19,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,2.6,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.5,0.02,1.12,0.0,0.0,1.4,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,2.633,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.49,0.06,1.19,0.0,0.0,1.58,0.0,0.28,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.09,0.08,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,2.667,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.46,0.04,1.24,0.0,0.0,1.67,0.0,0.32,0.0,0.09,0.02,0.0,0.0,0.0,0.12,0.2,0.05,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,2.7,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.43,0.04,1.31,0.0,0.0,1.63,0.0,0.4,0.0,0.09,0.02,0.03,0.0,0.0,0.12,0.25,0.05,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0,2.733,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.42,0.0,1.31,0.0,0.0,1.4,0.0,0.33,0.0,0.07,0.02,0.05,0.0,0.0,0.22,0.31,0.03,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,2.767,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.43,0.0,1.27,0.0,0.0,1.3,0.0,0.3,0.0,0.02,0.0,0.11,0.0,0.0,0.29,0.21,0.09,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,2.8,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.41,0.0,1.25,0.0,0.0,1.26,0.0,0.18,0.0,0.02,0.02,0.16,0.0,0.0,0.38,0.11,0.07,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0,2.833,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.4,0.0,1.27,0.0,0.0,1.28,0.0,0.15,0.0,0.0,0.02,0.22,0.0,0.0,0.35,0.01,0.07,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0,2.867,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.36,0.0,1.28,0.0,0.02,1.2,0.0,0.15,0.0,0.01,0.02,0.25,0.0,0.0,0.26,0.04,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0,2.9,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.38,0.0,1.31,0.0,0.02,1.1,0.0,0.24,0.0,0.01,0.0,0.25,0.0,0.0,0.16,0.06,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0,2.9330000000000003,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.34,0.0,1.19,0.0,0.02,0.9,0.0,0.24,0.0,0.02,0.0,0.26,0.0,0.0,0.09,0.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2.967,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.36,0.0,1.23,0.04,0.0,0.94,0.0,0.21,0.0,0.02,0.04,0.22,0.0,0.0,0.1,0.07,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0,3.0,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.33,0.0,1.22,0.04,0.0,0.93,0.0,0.19,0.0,0.09,0.04,0.19,0.0,0.02,0.1,0.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,0,3.033,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.31,0.0,1.32,0.16,0.0,1.0,0.0,0.24,0.0,0.16,0.04,0.19,0.0,0.04,0.12,0.18,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0,3.0669999999999997,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.2,0.0,1.28,0.12,0.0,1.02,0.0,0.25,0.0,0.23,0.0,0.2,0.0,0.05,0.09,0.28,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0,3.1,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.15,0.0,1.29,0.15,0.02,1.04,0.0,0.27,0.0,0.15,0.0,0.17,0.04,0.04,0.1,0.33,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0,3.133,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.06,0.0,1.28,0.1,0.05,1.1,0.0,0.28,0.0,0.09,0.0,0.1,0.04,0.01,0.1,0.27,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0,3.167,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.09,0.0,1.32,0.16,0.06,1.1,0.0,0.33,0.0,0.04,0.0,0.06,0.04,0.04,0.14,0.26,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0,3.2,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.06,0.0,1.35,0.13,0.06,1.24,0.01,0.37,0.0,0.08,0.0,0.03,0.0,0.05,0.12,0.2,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0,3.233,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.07,0.0,1.35,0.06,0.05,1.25,0.02,0.38,0.0,0.06,0.0,0.01,0.0,0.09,0.1,0.23,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0,3.267,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.08,0.0,1.32,0.01,0.05,1.32,0.02,0.36,0.0,0.05,0.0,0.0,0.0,0.07,0.1,0.17,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3.3,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.09,0.0,1.3,0.01,0.04,1.33,0.0,0.3,0.0,0.01,0.0,0.0,0.0,0.07,0.12,0.14,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,3.333,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.11,0.03,1.36,0.03,0.02,1.43,0.0,0.24,0.0,0.0,0.0,0.07,0.0,0.05,0.13,0.13,0.18,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0,3.367,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.07,0.03,1.38,0.03,0.01,1.48,0.0,0.21,0.0,0.0,0.0,0.1,0.0,0.04,0.16,0.15,0.24,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0,3.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.03,0.03,1.44,0.11,0.0,1.61,0.0,0.16,0.0,0.0,0.0,0.15,0.03,0.04,0.19,0.25,0.17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0,3.4330000000000003,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.4,0.09,0.0,1.59,0.0,0.17,0.0,0.01,0.02,0.12,0.07,0.02,0.2,0.26,0.06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0,3.467,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.41,0.09,0.0,1.5,0.0,0.19,0.0,0.02,0.05,0.27,0.07,0.05,0.21,0.21,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0,3.5,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.31,0.0,0.0,1.2,0.0,0.19,0.0,0.02,0.05,0.29,0.04,0.08,0.27,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0,3.533,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.28,0.0,0.0,1.05,0.0,0.18,0.0,0.01,0.04,0.34,0.0,0.1,0.27,0.02,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0,3.5669999999999997,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.22,0.0,0.0,0.93,0.01,0.22,0.0,0.0,0.0,0.2,0.0,0.13,0.2,0.15,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0,3.6,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.2,0.0,0.0,0.93,0.01,0.22,0.0,0.0,0.01,0.13,0.0,0.13,0.07,0.16,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0,3.633,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.19,0.0,0.01,0.9,0.02,0.27,0.0,0.1,0.01,0.05,0.0,0.11,0.0,0.23,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0,3.667,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.23,0.0,0.01,0.91,0.01,0.28,0.0,0.17,0.01,0.01,0.0,0.06,0.0,0.23,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0,3.7,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.26,0.01,0.01,0.96,0.01,0.35,0.0,0.29,0.0,0.04,0.0,0.07,0.02,0.29,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0,3.733,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.06,0.09,1.24,0.06,0.0,0.97,0.0,0.27,0.0,0.27,0.0,0.05,0.0,0.07,0.12,0.26,0.05,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0,3.767,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.08,0.1,1.23,0.1,0.0,1.01,0.0,0.18,0.0,0.27,0.0,0.06,0.02,0.05,0.14,0.19,0.06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0,3.8,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.16,0.13,1.28,0.09,0.0,1.04,0.0,0.11,0.0,0.16,0.05,0.05,0.02,0.01,0.15,0.1,0.08,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0,3.833,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.16,0.06,1.39,0.11,0.0,1.24,0.0,0.09,0.0,0.08,0.12,0.05,0.02,0.0,0.08,0.13,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,3.867,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.28,0.14,1.48,0.07,0.0,1.29,0.0,0.12,0.0,0.0,0.25,0.1,0.0,0.0,0.07,0.15,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0,3.9,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.28,0.13,1.5,0.11,0.0,1.29,0.0,0.1,0.0,0.0,0.28,0.12,0.0,0.0,0.07,0.16,0.06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0,3.9330000000000003,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.3,0.19,1.47,0.12,0.0,1.2,0.0,0.1,0.0,0.0,0.3,0.17,0.03,0.0,0.1,0.09,0.09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0,3.967,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.19,0.1,1.43,0.16,0.0,1.3,0.0,0.04,0.0,0.0,0.26,0.13,0.03,0.0,0.13,0.13,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0,4.0,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.14,0.07,1.37,0.12,0.0,1.34,0.0,0.06,0.0,0.07,0.23,0.15,0.07,0.01,0.15,0.2,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0,4.033,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.07,0.0,1.33,0.04,0.0,1.29,0.0,0.13,0.0,0.13,0.17,0.12,0.05,0.01,0.14,0.24,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0,4.067,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.08,0.0,1.26,0.02,0.0,1.2,0.0,0.17,0.0,0.21,0.08,0.17,0.09,0.01,0.09,0.22,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0,4.1,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.06,0.0,1.29,0.02,0.0,1.11,0.0,0.14,0.0,0.17,0.04,0.18,0.11,0.0,0.08,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,0,4.133,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.1,0.0,1.34,0.07,0.0,1.14,0.0,0.14,0.0,0.11,0.02,0.17,0.12,0.0,0.14,0.24,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,0,4.167,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.12,0.0,1.46,0.11,0.0,1.13,0.0,0.13,0.0,0.07,0.01,0.12,0.19,0.0,0.23,0.24,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0,4.2,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.18,0.0,1.48,0.11,0.0,1.13,0.0,0.16,0.0,0.09,0.01,0.1,0.26,0.01,0.26,0.27,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0,4.2330000000000005,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.2,0.0,1.42,0.15,0.0,1.28,0.0,0.15,0.0,0.09,0.01,0.12,0.29,0.03,0.16,0.22,0.05,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,0,4.2669999999999995,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.17,0.0,1.34,0.08,0.0,1.34,0.0,0.17,0.0,0.12,0.01,0.15,0.22,0.03,0.07,0.21,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,0,4.3,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.11,0.0,1.33,0.16,0.0,1.41,0.0,0.15,0.0,0.18,0.08,0.16,0.1,0.02,0.0,0.19,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,0,4.333,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.11,0.0,1.37,0.08,0.0,1.33,0.0,0.2,0.0,0.25,0.09,0.11,0.03,0.0,0.01,0.26,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,0,4.367,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.13,0.0,1.35,0.08,0.0,1.29,0.0,0.2,0.0,0.27,0.15,0.05,0.0,0.0,0.02,0.27,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0,4.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.18,0.0,1.29,0.0,0.0,1.17,0.0,0.18,0.0,0.27,0.11,0.0,0.0,0.0,0.07,0.25,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0,4.433,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.13,0.02,1.31,0.0,0.0,0.99,0.0,0.17,0.0,0.31,0.16,0.0,0.0,0.0,0.12,0.28,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0,4.467,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.07,0.02,1.34,0.0,0.0,0.82,0.0,0.17,0.0,0.25,0.14,0.0,0.03,0.0,0.11,0.23,0.04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,0,4.5,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.01,0.02,1.41,0.0,0.0,0.79,0.0,0.19,0.0,0.25,0.21,0.01,0.08,0.0,0.08,0.26,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,0,4.533,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.39,0.0,0.0,0.79,0.0,0.15,0.0,0.21,0.22,0.01,0.17,0.0,0.02,0.18,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,4.567,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.38,0.0,0.0,0.71,0.0,0.12,0.0,0.24,0.32,0.01,0.21,0.0,0.09,0.21,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,0,4.6,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.02,0.0,1.32,0.02,0.0,0.68,0.0,0.13,0.0,0.18,0.28,0.03,0.19,0.0,0.14,0.2,0.09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,0,4.633,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.05,0.0,1.34,0.02,0.0,0.7,0.0,0.14,0.0,0.23,0.22,0.07,0.11,0.0,0.21,0.26,0.09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0,4.667,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.14,0.04,1.3,0.02,0.0,0.71,0.0,0.17,0.0,0.23,0.13,0.09,0.12,0.0,0.22,0.31,0.11,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,0,4.7,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.22,0.05,1.25,0.0,0.0,0.57,0.0,0.18,0.0,0.21,0.13,0.08,0.22,0.0,0.21,0.36,0.06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0,4.7330000000000005,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.28,0.05,1.13,0.0,0.0,0.67,0.0,0.2,0.0,0.19,0.2,0.04,0.33,0.0,0.14,0.43,0.12,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0,4.7669999999999995,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.22,0.0,1.07,0.0,0.0,0.8,0.0,0.22,0.0,0.21,0.22,0.03,0.35,0.0,0.16,0.46,0.15,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,0,4.8,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.2,0.0,1.03,0.0,0.0,0.9,0.0,0.2,0.0,0.32,0.24,0.05,0.26,0.0,0.12,0.42,0.17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,0,4.833,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.25,0.0,1.03,0.0,0.0,0.88,0.0,0.19,0.0,0.38,0.18,0.13,0.17,0.02,0.11,0.28,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0,4.867,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.4,0.0,1.02,0.0,0.0,0.96,0.0,0.19,0.0,0.47,0.08,0.21,0.11,0.05,0.0,0.11,0.28,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,0,4.9,0.98,1,/app/raw_data/subj02_timepoint01.mp4
