fac_AU01int,fac_AU02int,fac_AU04int,fac_AU05int,fac_AU06int,fac_AU07int,fac_AU09int,fac_AU10int,fac_AU12int,fac_AU14int,fac_AU15int,fac_AU17int,fac_AU20int,fac_AU23int,fac_AU25int,fac_AU26int,fac_AU45int,fac_AU01pres,fac_AU02pres,fac_AU04pres,fac_AU05pres,fac_AU06pres,fac_AU07pres,fac_AU09pres,fac_AU10pres,fac_AU12pres,fac_AU14pres,fac_AU15pres,fac_AU17pres,fac_AU20pres,fac_AU23pres,fac_AU25pres,fac_AU26pres,fac_AU28pres,fac_AU45pres,frame,face_id,timestamp,confidence,success,dbm_master_url
0.0,0.01,1.09,0.01,0.0,0.96,0.05,0.0,0.0,0.01,0.11,0.04,0.29,0.25,0.12,0.08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0.33299999999999996,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.01,0.96,0.01,0.0,0.94,0.03,0.0,0.0,0.01,0.09,0.04,0.24,0.25,0.1,0.06,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.36700000000000005,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.06,0.99,0.01,0.0,0.64,0.0,0.0,0.0,0.01,0.1,0.02,0.17,0.2,0.23,0.04,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.06,1.08,0.0,0.0,0.45,0.01,0.0,0.0,0.0,0.18,0.07,0.1,0.15,0.31,0.01,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0.433,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.06,1.09,0.0,0.0,0.43,0.04,0.0,0.0,0.0,0.19,0.09,0.05,0.1,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0.467,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.12,0.94,0.0,0.0,0.62,0.03,0.0,0.0,0.0,0.13,0.09,0.1,0.07,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.5,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.13,0.81,0.0,0.0,0.6,0.03,0.0,0.0,0.0,0.05,0.09,0.07,0.12,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0.5329999999999999,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.17,0.87,0.02,0.0,0.44,0.0,0.0,0.0,0.0,0.02,0.13,0.14,0.12,0.11,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0.5670000000000001,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.11,0.88,0.02,0.0,0.26,0.0,0.0,0.0,0.0,0.01,0.18,0.06,0.12,0.05,0.04,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0.6,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.11,0.81,0.02,0.0,0.22,0.0,0.0,0.0,0.0,0.05,0.19,0.06,0.04,0.05,0.04,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.633,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.12,0.8,0.0,0.0,0.22,0.01,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0.667,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.2,0.9,0.0,0.0,0.4,0.01,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0.7,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.18,0.9,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0.733,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.12,0.84,0.0,0.0,0.52,0.08,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0.767,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.79,0.07,0.0,0.36,0.12,0.0,0.0,0.02,0.03,0.05,0.0,0.02,0.0,0.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0.8,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.88,0.07,0.0,0.24,0.16,0.0,0.0,0.02,0.0,0.03,0.0,0.07,0.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0.833,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.87,0.07,0.0,0.1,0.18,0.0,0.0,0.02,0.0,0.01,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.867,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.86,0.0,0.0,0.0,0.26,0.04,0.0,0.0,0.0,0.03,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0.9,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.79,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.07,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0.9329999999999999,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.78,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.12,0.01,0.09,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0.9670000000000001,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.77,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.11,0.01,0.04,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1.0,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.84,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.03,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,1.033,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.83,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,1.067,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.82,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,1.1,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.82,0.11,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,1.133,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.79,0.11,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,1.167,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.83,0.12,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,1.2,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.74,0.02,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.02,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,1.2329999999999999,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.72,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.03,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,1.2670000000000001,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.65,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,1.3,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.69,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,1.3330000000000002,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.67,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,1.367,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.62,0.0,0.0,0.56,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,1.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.62,0.0,0.0,0.66,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.05,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,1.433,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.72,0.0,0.0,0.58,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,1.4669999999999999,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.62,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.09,0.03,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,1.5,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.01,0.53,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.0,0.05,0.07,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,1.5330000000000001,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.01,0.43,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.0,0.07,0.07,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1.567,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.01,0.55,0.0,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.05,0.04,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,1.6,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.73,0.0,0.0,0.21,0.02,0.01,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,1.633,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.81,0.0,0.0,0.36,0.02,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,1.6669999999999998,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.04,0.78,0.0,0.0,0.62,0.01,0.01,0.0,0.0,0.05,0.09,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,1.7,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.05,0.62,0.0,0.0,0.77,0.03,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.16,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1.733,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.05,0.53,0.0,0.0,0.96,0.03,0.0,0.0,0.0,0.13,0.19,0.0,0.0,0.14,0.08,0.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,1.767,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.02,0.59,0.0,0.0,0.88,0.02,0.0,0.0,0.0,0.08,0.21,0.0,0.0,0.11,0.08,0.22,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,1.8,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.67,0.0,0.0,0.78,0.0,0.01,0.0,0.0,0.08,0.16,0.0,0.0,0.1,0.13,0.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,1.8330000000000002,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.75,0.0,0.0,0.73,0.01,0.02,0.0,0.0,0.07,0.21,0.0,0.0,0.08,0.1,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,1.867,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.75,0.0,0.0,0.84,0.01,0.04,0.0,0.01,0.08,0.27,0.0,0.0,0.09,0.14,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,1.9,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,0.88,0.0,0.0,0.97,0.04,0.05,0.0,0.11,0.06,0.25,0.02,0.0,0.07,0.16,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,0,1.933,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.03,0.0,0.02,1.05,0.06,0.15,0.0,0.2,0.05,0.26,0.07,0.0,0.05,0.13,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60,0,1.9669999999999999,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.21,0.0,0.03,1.14,0.06,0.23,0.0,0.27,0.12,0.31,0.11,0.0,0.0,0.15,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61,0,2.0,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.26,0.0,0.04,1.26,0.04,0.28,0.0,0.23,0.1,0.43,0.09,0.0,0.01,0.14,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62,0,2.033,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.0,0.0,1.25,0.0,0.03,1.26,0.02,0.33,0.0,0.22,0.07,0.49,0.04,0.0,0.01,0.26,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,2.0669999999999997,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.01,0.0,1.28,0.0,0.05,1.4,0.03,0.36,0.0,0.15,0.0,0.43,0.03,0.0,0.05,0.22,0.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,2.1,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.02,0.0,1.3,0.0,0.13,1.6,0.07,0.43,0.0,0.09,0.0,0.37,0.05,0.0,0.05,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0,2.133,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.02,0.0,1.29,0.0,0.2,1.76,0.09,0.42,0.0,0.09,0.0,0.33,0.05,0.0,0.05,0.09,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,2.167,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.04,0.0,1.31,0.0,0.21,1.67,0.09,0.37,0.0,0.19,0.02,0.35,0.01,0.0,0.0,0.17,0.01,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,2.2,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.09,0.0,1.31,0.0,0.15,1.6,0.06,0.3,0.0,0.29,0.08,0.4,0.0,0.0,0.0,0.23,0.07,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,2.233,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.12,0.0,1.4,0.0,0.13,1.61,0.05,0.27,0.0,0.32,0.08,0.47,0.0,0.0,0.0,0.24,0.1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,2.267,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.09,0.0,1.4,0.0,0.08,1.67,0.07,0.32,0.0,0.29,0.06,0.43,0.0,0.0,0.0,0.14,0.23,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,2.3,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.06,0.0,1.42,0.0,0.05,1.59,0.05,0.32,0.0,0.26,0.0,0.45,0.0,0.0,0.0,0.05,0.29,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0,2.333,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.04,0.0,1.37,0.0,0.0,1.59,0.03,0.3,0.0,0.15,0.0,0.39,0.0,0.0,0.04,0.02,0.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,2.367,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.14,0.0,1.38,0.0,0.01,1.58,0.0,0.27,0.0,0.07,0.04,0.3,0.0,0.0,0.11,0.02,0.15,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,2.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.2,0.0,1.37,0.0,0.02,1.65,0.0,0.28,0.0,0.01,0.08,0.2,0.0,0.0,0.18,0.02,0.1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,2.4330000000000003,0.98,1,/app/raw_data/subj02_timepoint01.mp4
0.36,0.0,1.38,0.0,0.04,1.67,0.0,0.29,0.0,0.05,0.08,0.12,0.0,0.0,0.21,0.0,0.18,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0,2.467,0.98,1,/app/raw_data/subj02_timepoint01.mp4
