aco_int,Frames,dbm_master_url,error_reason
49.61934491134269,0,/app/raw_data/subj01_timepoint01.mp4,Pass
49.73996178526691,1,/app/raw_data/subj01_timepoint01.mp4,Pass
49.86925864741697,2,/app/raw_data/subj01_timepoint01.mp4,Pass
50.004907053234916,3,/app/raw_data/subj01_timepoint01.mp4,Pass
50.124342563239985,4,/app/raw_data/subj01_timepoint01.mp4,Pass
50.23710756363702,5,/app/raw_data/subj01_timepoint01.mp4,Pass
50.32250291226884,6,/app/raw_data/subj01_timepoint01.mp4,Pass
50.406330064622615,7,/app/raw_data/subj01_timepoint01.mp4,Pass
50.44458003206917,8,/app/raw_data/subj01_timepoint01.mp4,Pass
50.462289651590986,9,/app/raw_data/subj01_timepoint01.mp4,Pass
50.43962214596188,10,/app/raw_data/subj01_timepoint01.mp4,Pass
50.367207088236505,11,/app/raw_data/subj01_timepoint01.mp4,Pass
50.26695788118396,12,/app/raw_data/subj01_timepoint01.mp4,Pass
50.130206990635926,13,/app/raw_data/subj01_timepoint01.mp4,Pass
49.96127695383314,14,/app/raw_data/subj01_timepoint01.mp4,Pass
49.75922144974162,15,/app/raw_data/subj01_timepoint01.mp4,Pass
49.53021923420743,16,/app/raw_data/subj01_timepoint01.mp4,Pass
49.28868098871802,17,/app/raw_data/subj01_timepoint01.mp4,Pass
49.051674252052884,18,/app/raw_data/subj01_timepoint01.mp4,Pass
48.794614442247365,19,/app/raw_data/subj01_timepoint01.mp4,Pass
48.53134909242806,20,/app/raw_data/subj01_timepoint01.mp4,Pass
48.27083999551878,21,/app/raw_data/subj01_timepoint01.mp4,Pass
48.05009470554253,22,/app/raw_data/subj01_timepoint01.mp4,Pass
47.87545787056277,23,/app/raw_data/subj01_timepoint01.mp4,Pass
47.71158641111224,24,/app/raw_data/subj01_timepoint01.mp4,Pass
47.593447256166286,25,/app/raw_data/subj01_timepoint01.mp4,Pass
47.524553576931545,26,/app/raw_data/subj01_timepoint01.mp4,Pass
47.49610404859047,27,/app/raw_data/subj01_timepoint01.mp4,Pass
47.49094065684362,28,/app/raw_data/subj01_timepoint01.mp4,Pass
47.51689673102818,29,/app/raw_data/subj01_timepoint01.mp4,Pass
47.578268441906914,30,/app/raw_data/subj01_timepoint01.mp4,Pass
47.663284970083396,31,/app/raw_data/subj01_timepoint01.mp4,Pass
47.76293639792847,32,/app/raw_data/subj01_timepoint01.mp4,Pass
47.90066584945362,33,/app/raw_data/subj01_timepoint01.mp4,Pass
48.046629526633254,34,/app/raw_data/subj01_timepoint01.mp4,Pass
48.20737558936667,35,/app/raw_data/subj01_timepoint01.mp4,Pass
48.39173721753606,36,/app/raw_data/subj01_timepoint01.mp4,Pass
48.594497775457924,37,/app/raw_data/subj01_timepoint01.mp4,Pass
48.79997742738226,38,/app/raw_data/subj01_timepoint01.mp4,Pass
49.02307234786314,39,/app/raw_data/subj01_timepoint01.mp4,Pass
49.25133581543769,40,/app/raw_data/subj01_timepoint01.mp4,Pass
49.50491148417658,41,/app/raw_data/subj01_timepoint01.mp4,Pass
49.73432236157506,42,/app/raw_data/subj01_timepoint01.mp4,Pass
49.953829009588745,43,/app/raw_data/subj01_timepoint01.mp4,Pass
50.180199862598855,44,/app/raw_data/subj01_timepoint01.mp4,Pass
50.405218490938005,45,/app/raw_data/subj01_timepoint01.mp4,Pass
50.580746840026684,46,/app/raw_data/subj01_timepoint01.mp4,Pass
50.730373905853284,47,/app/raw_data/subj01_timepoint01.mp4,Pass
50.86898195970469,48,/app/raw_data/subj01_timepoint01.mp4,Pass
50.98219224561112,49,/app/raw_data/subj01_timepoint01.mp4,Pass
51.06616164958555,50,/app/raw_data/subj01_timepoint01.mp4,Pass
51.120521704418955,51,/app/raw_data/subj01_timepoint01.mp4,Pass
51.14870097855244,52,/app/raw_data/subj01_timepoint01.mp4,Pass
51.14546538227896,53,/app/raw_data/subj01_timepoint01.mp4,Pass
51.11411854688904,54,/app/raw_data/subj01_timepoint01.mp4,Pass
51.06321321863928,55,/app/raw_data/subj01_timepoint01.mp4,Pass
