frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
1,2.4123564658290473,2.1053786320608934,0.6331237274150001,1.7697098553382549,pass,0,0.0,0.98,1,/app/raw_data/subj02_timepoint01.mp4
2,2.7300294118370525,1.7995490504275728,0.6653251320234809,1.8331542809986932,pass,0,0.033,0.98,1,/app/raw_data/subj02_timepoint01.mp4
3,2.629240072053835,1.858418239995491,0.6970332348327407,1.8162216413370829,pass,0,0.067,0.98,1,/app/raw_data/subj02_timepoint01.mp4
4,2.261954860889194,1.625442301627313,0.47726193464217664,1.5308643159527988,pass,0,0.1,0.98,1,/app/raw_data/subj02_timepoint01.mp4
5,2.83966420895604,1.5936787059580797,0.5965225727156871,1.8034127704069915,pass,0,0.133,0.98,1,/app/raw_data/subj02_timepoint01.mp4
6,2.3896386329350037,1.4489300173907154,0.6438886377047971,1.5907942619295994,pass,0,0.16699999999999998,0.98,1,/app/raw_data/subj02_timepoint01.mp4
7,2.223912980595827,1.8056062099697914,0.5662882504391814,1.5903718103816138,pass,0,0.2,0.98,1,/app/raw_data/subj02_timepoint01.mp4
8,2.1190056227174523,1.394685840114897,0.5036641388679525,1.4182873166064116,pass,0,0.233,0.98,1,/app/raw_data/subj02_timepoint01.mp4
9,2.046651249367889,1.1924930174614317,0.5345356118459061,1.3443625659645106,pass,0,0.267,0.98,1,/app/raw_data/subj02_timepoint01.mp4
10,2.15289809244287,1.3427938260251333,0.6671989522196046,1.4705446096308554,pass,0,0.3,0.98,1,/app/raw_data/subj02_timepoint01.mp4
11,2.016197071968895,1.5532572998476617,0.6393492992000956,1.459576782641581,pass,0,0.33299999999999996,0.98,1,/app/raw_data/subj02_timepoint01.mp4
12,1.8817781660048225,1.436870984834836,0.5587263064955831,1.3468914784834871,pass,0,0.36700000000000005,0.98,1,/app/raw_data/subj02_timepoint01.mp4
13,1.859862327022324,1.384426057752854,0.5759668720568522,1.3293068493307358,pass,0,0.4,0.98,1,/app/raw_data/subj02_timepoint01.mp4
14,1.6801964366656001,1.2615322720998083,0.4152210679794339,1.170555750615813,pass,0,0.433,0.98,1,/app/raw_data/subj02_timepoint01.mp4
15,1.6501501344039957,1.5111543671922916,0.4093393177570063,1.2217373061966033,pass,0,0.467,0.98,1,/app/raw_data/subj02_timepoint01.mp4
