aco_mfcc1,aco_mfcc2,aco_mfcc3,aco_mfcc4,aco_mfcc5,aco_mfcc6,aco_mfcc7,aco_mfcc8,aco_mfcc9,aco_mfcc10,aco_mfcc11,aco_mfcc12,Frames,error_reason,dbm_master_url
94.62979791207795,2.9785552485268596,88.35460767671412,-8.452746308821869,75.45897863907653,-24.453174533170614,27.02077567317107,-31.14887785103078,16.508378313710082,-9.345884566336236,8.03362581696628,-35.169540320417504,0,Pass,/app/raw_data/subj01_timepoint01.mp4
124.08948572368165,8.553895943956107,89.35834587958945,-1.1743158677021128,86.62442890617868,-19.39866738977632,29.69220930585543,-33.882043678624996,7.589389642024017,-17.262816476717518,1.9521344663596913,-40.82547912276702,1,Pass,/app/raw_data/subj01_timepoint01.mp4
170.35145099481053,9.556587048391652,87.93617256414376,1.8189194898384997,94.17401376681998,-15.3389897982333,29.37708691941456,-35.94927714119416,2.0752894549137455,-22.897190942642823,1.010256149285361,-39.98149280338322,2,Pass,/app/raw_data/subj01_timepoint01.mp4
217.54668015039437,1.9407148568046502,89.3388290695017,2.888683714990247,98.72866587037505,-12.092102928225964,26.780755970256607,-36.93774103608664,-1.108817191020016,-28.107832813677362,1.264456386465831,-37.934613403072476,3,Pass,/app/raw_data/subj01_timepoint01.mp4
256.88460851777137,-9.518674276765509,94.55993945803206,2.114382307189871,101.37647672667693,-8.392777619930063,24.01598119736383,-37.67017263327217,-4.305031898993924,-32.75351862445464,2.006029327714936,-36.09910667199049,4,Pass,/app/raw_data/subj01_timepoint01.mp4
287.9139058227418,-19.13195704855731,100.37538487840706,0.02083508448770388,102.89151602640945,-4.912169776270762,21.82551844709679,-38.3918803999576,-7.773352562766483,-36.11158083804557,3.191177956477855,-33.959845624780755,5,Pass,/app/raw_data/subj01_timepoint01.mp4
313.23619857098487,-24.56706784857387,104.42034485025286,-2.417549131334672,103.5390956664448,-2.188549944651278,20.20755983168705,-38.640250938788434,-10.822904658685779,-38.08023405112212,4.897027744126813,-31.018179641928533,6,Pass,/app/raw_data/subj01_timepoint01.mp4
333.7911259537197,-25.473178286519108,105.69080589087517,-4.437084622081246,103.33632195451004,-0.3471819798653506,19.320424163503304,-37.588059486655595,-12.402367146864414,-38.62201213789906,6.980969912902765,-27.663166836154062,7,Pass,/app/raw_data/subj01_timepoint01.mp4
351.56508180093874,-22.769229928486833,104.04845202968514,-6.017781721323713,102.26038055003173,0.7532465903294998,19.39203480575924,-34.314661451021706,-11.614498323740683,-37.83757127212685,9.123659128643554,-24.53151382337843,8,Pass,/app/raw_data/subj01_timepoint01.mp4
367.05055448015844,-17.547317652914977,99.30863997549326,-7.532741633917739,100.18361324277308,1.0770582177523238,20.698016132451514,-28.125042521077866,-7.605405184829243,-35.81551896752716,10.686767468133505,-22.514466000206674,9,Pass,/app/raw_data/subj01_timepoint01.mp4
379.62148483560594,-11.202499901320344,91.63688890638717,-9.521937256449734,97.14308625774161,0.8473682480454272,23.44000592830995,-19.133435042831263,-0.063095218434297,-32.78006020984196,10.856189413308709,-22.40840061868603,10,Pass,/app/raw_data/subj01_timepoint01.mp4
387.67910847386054,-5.363965978062229,81.95287681683243,-12.68146298447824,93.31052939834171,0.7736406002362806,27.706064034952885,-8.635677077300098,10.661984115217166,-28.83043960165266,9.137946975628482,-24.516522490845176,11,Pass,/app/raw_data/subj01_timepoint01.mp4
389.39587939119684,-1.5032064682560886,72.07043609676543,-17.599424251153728,88.90732493603127,1.5177544052441085,32.94287373122914,0.6892004154766376,22.998161822469463,-24.18977051863301,6.206675015862098,-28.01064766389593,12,Pass,/app/raw_data/subj01_timepoint01.mp4
385.21379187270014,0.2998136818975006,63.90543458401618,-24.60993999823811,83.51744076799332,2.070496981367789,37.136580872960316,5.454443184265401,33.297732143634335,-20.37367011573068,3.7097801733512465,-31.228128696921058,13,Pass,/app/raw_data/subj01_timepoint01.mp4
379.26883727351026,1.7740981633077837,58.089485330582775,-33.96521102615138,75.5910835670747,-0.5646537328944206,37.216466801366096,3.319504511710761,37.59489861986839,-19.416284506993666,3.0606556155407585,-32.48782539611835,14,Pass,/app/raw_data/subj01_timepoint01.mp4
375.27886629243335,3.5098000540786245,53.20867253525027,-45.30952647550389,64.52138212830047,-7.454710414537603,32.35202318591811,-4.702614480789755,36.38178851620823,-20.189738074873226,5.025485831193768,-30.74681731044133,15,Pass,/app/raw_data/subj01_timepoint01.mp4
374.6509317216867,4.741928550076874,48.56403329211905,-55.3732552731562,53.22908192383562,-15.682287675814553,24.59029112968763,-16.137258348151477,32.853795944262004,-20.08190397303264,8.305292067227484,-27.30995236346825,16,Pass,/app/raw_data/subj01_timepoint01.mp4
379.36176371414183,6.503797250235223,46.87028601791012,-58.24795467830108,47.26707010017681,-20.464861167698217,18.102038935982584,-26.94540765009609,30.265542808115725,-16.795139087590016,12.341219457183907,-22.82777465627086,17,Pass,/app/raw_data/subj01_timepoint01.mp4
387.81641465775056,8.20686282306297,47.97590139313728,-55.00376892919991,46.06651072471263,-22.015669831589822,14.35273730213846,-35.12522075159964,27.67207497410424,-12.022983375199402,17.482393664501306,-16.75752216341377,18,Pass,/app/raw_data/subj01_timepoint01.mp4
395.24771666616414,7.679259764779335,49.41966769281129,-50.88277515578767,46.5680960170083,-22.546262088287083,12.462550053010427,-39.98019095179525,22.324443601520617,-10.085614330136758,23.07581475917234,-10.040403137340906,19,Pass,/app/raw_data/subj01_timepoint01.mp4
399.680915867399,6.175796361688324,51.13737755612112,-48.00866363665075,48.2351818927271,-22.567056181565228,11.789066777791133,-41.203617914012895,14.77242017333327,-11.7527471967764,29.264912281971853,-3.391266266100695,20,Pass,/app/raw_data/subj01_timepoint01.mp4
403.41273910059783,8.049559246240552,54.212084438541225,-45.84516262688216,51.38195307081881,-21.846612388560825,12.987094376553035,-39.16088098190043,7.314417475145287,-15.712609626405403,34.56362384968349,0.6421714401901859,21,Pass,/app/raw_data/subj01_timepoint01.mp4
409.96380942925475,17.25271975635216,59.4026740377075,-43.48246268070552,55.659418587609665,-20.0641357738574,17.023274955353315,-34.24494514614284,2.1502169585899082,-20.79087541520071,36.53420825990328,-1.4787510309055012,22,Pass,/app/raw_data/subj01_timepoint01.mp4
416.6574024318781,30.940720405513414,65.03430817167767,-41.2446553041357,59.679605388744086,-17.72452819439942,22.423974755968977,-28.371211004042863,0.14107874254008834,-25.500958677790912,35.83431477732609,-8.019082248192355,23,Pass,/app/raw_data/subj01_timepoint01.mp4
420.299771183641,43.8194436264409,69.81554440734617,-39.17437032592567,62.60674319674567,-15.425340361749255,26.956087932399683,-23.90821226790942,1.0625945128090102,-28.699694653953824,33.99512948269515,-14.923174095086557,24,Pass,/app/raw_data/subj01_timepoint01.mp4
420.8622313649899,52.64136440519462,73.91479444942615,-36.8740375495873,64.38903949924152,-13.61007740616878,29.88713176279134,-22.25304890703308,3.3340975134358395,-30.99908663474489,30.787970854896614,-20.291298695606663,25,Pass,/app/raw_data/subj01_timepoint01.mp4
419.30984536994816,56.14862889555144,77.31382928612574,-34.5896090053743,65.31952319978876,-12.751638334350844,32.18086763994228,-23.79811740151417,4.272650234534876,-34.52768985454822,24.96000080330183,-24.04095044540246,26,Pass,/app/raw_data/subj01_timepoint01.mp4
