aco_shimmer,error_reason,Frames,dbm_master_url
,Pass,0,/app/raw_data/subj01_timepoint01.mp4
,Pass,1,/app/raw_data/subj01_timepoint01.mp4
,Pass,2,/app/raw_data/subj01_timepoint01.mp4
