frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
61,1.3358247787627862,1.0068416190220737,0.8166835801901796,1.0853109371765124,pass,0,2.0,0.98,1,/app/raw_data/subj02_timepoint02.mp4
62,1.3518643892825226,0.7513833383482452,0.817867503457264,1.0252124645655258,pass,0,2.033,0.98,1,/app/raw_data/subj02_timepoint02.mp4
63,1.5210216269092873,0.8645409021850872,0.8751045373412492,1.1442897236972225,pass,0,2.0669999999999997,0.98,1,/app/raw_data/subj02_timepoint02.mp4
64,2.2517250363340433,0.895102106175765,1.1777080868323597,1.5555557548708068,pass,0,2.1,0.98,1,/app/raw_data/subj02_timepoint02.mp4
65,2.7233484129255525,1.1373337929488492,1.5419324233835543,1.932897410971052,pass,0,2.133,0.98,1,/app/raw_data/subj02_timepoint02.mp4
66,2.4547820750507467,0.8433482772749101,1.352980540757769,1.6827832227014283,pass,0,2.167,0.98,1,/app/raw_data/subj02_timepoint02.mp4
67,1.903331304723251,1.0174679073555268,1.2686103339012011,1.4697711567353078,pass,0,2.2,0.98,1,/app/raw_data/subj02_timepoint02.mp4
68,2.4079883285589974,1.3871899100928917,1.4414877890869429,1.8341464691293734,pass,0,2.233,0.98,1,/app/raw_data/subj02_timepoint02.mp4
69,3.2827213990232904,1.3778076630148983,1.7392302361350185,2.294010048635312,pass,0,2.267,0.98,1,/app/raw_data/subj02_timepoint02.mp4
70,3.1162552736092923,0.9761669529362977,1.5025085000487355,2.0434698923078027,pass,0,2.3,0.98,1,/app/raw_data/subj02_timepoint02.mp4
71,3.264172879148027,1.073128605131399,1.6652633872203744,2.1826634937980764,pass,0,2.333,0.98,1,/app/raw_data/subj02_timepoint02.mp4
72,3.233444917692134,1.033215993859563,1.7770958676482156,2.1945376061433777,pass,0,2.367,0.98,1,/app/raw_data/subj02_timepoint02.mp4
73,3.3036465705867206,0.9916295509402426,1.647099710869347,2.172100978137424,pass,0,2.4,0.98,1,/app/raw_data/subj02_timepoint02.mp4
74,2.4697184322776273,0.9185005703786331,1.3062221576275999,1.694083329256831,pass,0,2.4330000000000003,0.98,1,/app/raw_data/subj02_timepoint02.mp4
75,2.3352352757368156,0.8225623730762903,1.093284260288051,1.5449684017370675,pass,0,2.467,0.98,1,/app/raw_data/subj02_timepoint02.mp4
76,2.363187710251946,1.449846947571198,1.3092660109891003,1.7900174992529558,pass,0,2.5,0.98,1,/app/raw_data/subj02_timepoint02.mp4
77,1.9162566222220034,1.4425165814803655,1.1946925577847967,1.5637258543098231,pass,0,2.533,0.98,1,/app/raw_data/subj02_timepoint02.mp4
78,1.998348715892066,0.9649392897585163,0.9317578833790222,1.389580709273855,pass,0,2.5669999999999997,0.98,1,/app/raw_data/subj02_timepoint02.mp4
79,1.9686566498975644,1.0323305433897976,0.5800440852759814,1.2837458119887049,pass,0,2.6,0.98,1,/app/raw_data/subj02_timepoint02.mp4
80,1.7214219272950662,1.302669305720371,0.637981967450386,1.269084934298142,pass,0,2.633,0.98,1,/app/raw_data/subj02_timepoint02.mp4
81,0.8651619636725953,2.238532309480025,0.49172997196196405,1.1086493204501406,pass,0,2.667,0.98,1,/app/raw_data/subj02_timepoint02.mp4
82,0.971374118323546,0.8227789659963769,0.3891492236270227,0.7484096378069678,pass,0,2.7,0.98,1,/app/raw_data/subj02_timepoint02.mp4
83,1.315613681137616,2.1726249989166564,0.5584534253264116,1.3020397366127727,pass,0,2.733,0.98,1,/app/raw_data/subj02_timepoint02.mp4
84,0.9649688993259583,1.764957530426798,0.3642844801984652,0.9858024067332868,pass,0,2.767,0.98,1,/app/raw_data/subj02_timepoint02.mp4
85,0.7966170018421083,1.7582604118144793,0.4139584670939552,0.928841519809105,pass,0,2.8,0.98,1,/app/raw_data/subj02_timepoint02.mp4
86,1.1898199654777497,2.1704321369833504,0.7291060253820004,1.3023871874226713,pass,0,2.833,0.98,1,/app/raw_data/subj02_timepoint02.mp4
87,1.5462596596435598,2.32006185915881,0.47629804167263096,1.412009201209385,pass,0,2.867,0.98,1,/app/raw_data/subj02_timepoint02.mp4
88,1.332944741487684,1.9563977226143758,0.4347434171830713,1.213368792003778,pass,0,2.9,0.98,1,/app/raw_data/subj02_timepoint02.mp4
89,0.566874831815696,2.3587977156984423,0.7847934183019009,1.1072498812015361,pass,0,2.9330000000000003,0.98,1,/app/raw_data/subj02_timepoint02.mp4
90,0.5221282069392869,2.025803268866781,1.0330946521365951,1.079189995403567,pass,0,2.967,0.98,1,/app/raw_data/subj02_timepoint02.mp4
91,0.5569535715103903,2.0163070509633596,1.4615586595766212,1.226658725492613,pass,0,3.0,0.98,1,/app/raw_data/subj02_timepoint02.mp4
92,0.47375252999810347,1.6202788548695046,1.2589131492680385,1.0234154426284519,pass,0,3.033,0.98,1,/app/raw_data/subj02_timepoint02.mp4
93,0.6515796021968012,1.5413350264035257,1.1887303981626751,1.0553523336088468,pass,0,3.0669999999999997,0.98,1,/app/raw_data/subj02_timepoint02.mp4
94,1.3141787786105277,2.1707032777410062,1.0294897237364224,1.4496781557898835,pass,0,3.1,0.98,1,/app/raw_data/subj02_timepoint02.mp4
95,0.6318668974053183,1.7235121376188602,1.5228714609177552,1.2005118227812306,pass,0,3.133,0.98,1,/app/raw_data/subj02_timepoint02.mp4
96,0.8233918898150305,2.34083094193645,1.4592371413299883,1.4235111934832851,pass,0,3.167,0.98,1,/app/raw_data/subj02_timepoint02.mp4
97,0.6928916228810503,2.23023011441984,1.477302255852795,1.3451630047507563,pass,0,3.2,0.98,1,/app/raw_data/subj02_timepoint02.mp4
98,0.7246825796197063,2.304990624231448,1.9496795573666768,1.5273942685428923,pass,0,3.233,0.98,1,/app/raw_data/subj02_timepoint02.mp4
99,0.6430473566354165,1.9174054063784571,1.5966194629725912,1.2795327717269032,pass,0,3.267,0.98,1,/app/raw_data/subj02_timepoint02.mp4
100,0.6507998191767457,1.9451890825568774,1.4810676921006802,1.2536184273053912,pass,0,3.3,0.98,1,/app/raw_data/subj02_timepoint02.mp4
101,0.8741623346569131,2.265618337327473,1.6174881573780022,1.4750694372716149,pass,0,3.333,0.98,1,/app/raw_data/subj02_timepoint02.mp4
102,0.9384977867389921,2.2525807160703164,1.3114433049730665,1.4020813528474692,pass,0,3.367,0.98,1,/app/raw_data/subj02_timepoint02.mp4
103,0.9848880177065978,2.024198455714452,1.3703434397686245,1.3801135294124627,pass,0,3.4,0.98,1,/app/raw_data/subj02_timepoint02.mp4
104,0.5682913929728877,1.2753583188641993,1.438788052453238,1.0292553185696591,pass,0,3.4330000000000003,0.98,1,/app/raw_data/subj02_timepoint02.mp4
105,1.0382854823023,1.0114830604677134,0.757689992255612,0.9426231112784546,pass,0,3.467,0.98,1,/app/raw_data/subj02_timepoint02.mp4
106,0.48716751134985276,1.1598775559919035,1.2172680372074078,0.8947545312633046,pass,0,3.5,0.98,1,/app/raw_data/subj02_timepoint02.mp4
107,0.5929643659249354,1.275735225809361,1.1748711072599056,0.9564009315792488,pass,0,3.533,0.98,1,/app/raw_data/subj02_timepoint02.mp4
108,0.9835417413465213,1.1421265431419807,0.46009279770723727,0.8599749175118684,pass,0,3.5669999999999997,0.98,1,/app/raw_data/subj02_timepoint02.mp4
109,1.66756342413951,1.222483255902269,0.4452350341894384,1.1644386251454766,pass,0,3.6,0.98,1,/app/raw_data/subj02_timepoint02.mp4
110,2.273616893442387,1.4956426266349725,0.4835386889060193,1.5035989691657932,pass,0,3.633,0.98,1,/app/raw_data/subj02_timepoint02.mp4
111,2.629324336085687,1.7342524243578077,0.6594200402501889,1.7717040553671404,pass,0,3.667,0.98,1,/app/raw_data/subj02_timepoint02.mp4
112,1.9946341444446631,0.9306352678447268,0.6959055131238737,1.3045096091328514,pass,0,3.7,0.98,1,/app/raw_data/subj02_timepoint02.mp4
113,2.089915962214316,1.1768116470934866,0.8357244077697298,1.4535648620947548,pass,0,3.733,0.98,1,/app/raw_data/subj02_timepoint02.mp4
114,2.716494327286358,1.4946314289611933,1.1784129517011792,1.9092415512265215,pass,0,3.767,0.98,1,/app/raw_data/subj02_timepoint02.mp4
115,3.5628094089779836,2.155267613666632,1.9956582088823502,2.6975138207079543,pass,0,3.8,0.98,1,/app/raw_data/subj02_timepoint02.mp4
116,3.505176483110797,2.2635423871614764,1.9641112785613004,2.6917784985295565,pass,0,3.833,0.98,1,/app/raw_data/subj02_timepoint02.mp4
117,3.7980043292758157,3.179085205813039,1.9979660005251016,3.0666977192853864,pass,0,3.867,0.98,1,/app/raw_data/subj02_timepoint02.mp4
118,3.2745165681551045,2.7728547433314272,2.2402964168502613,2.815904461210502,pass,0,3.9,0.98,1,/app/raw_data/subj02_timepoint02.mp4
119,3.2483861897325594,1.8668861456289538,2.315251488681161,2.590159430425906,pass,0,3.9330000000000003,0.98,1,/app/raw_data/subj02_timepoint02.mp4
120,5.361460083173422,2.3226094645847173,3.7204081764256727,4.043535634045527,pass,0,3.967,0.98,1,/app/raw_data/subj02_timepoint02.mp4
121,8.427895581261875,4.292906280252286,5.629173604246255,6.45593356193863,pass,0,4.0,0.98,1,/app/raw_data/subj02_timepoint02.mp4
122,10.262281270400239,4.894744061429404,6.709617002289488,7.727877499162415,pass,0,4.033,0.98,1,/app/raw_data/subj02_timepoint02.mp4
123,10.572590717256174,4.728809771321997,6.951138482565795,7.891137131055482,pass,0,4.067,0.98,1,/app/raw_data/subj02_timepoint02.mp4
124,11.012982438860451,5.183096672719481,7.311907092181748,8.310041338293237,pass,0,4.1,0.98,1,/app/raw_data/subj02_timepoint02.mp4
125,10.89616223176727,4.944144382601401,7.005102677146827,8.101086096317168,pass,0,4.133,0.98,1,/app/raw_data/subj02_timepoint02.mp4
126,10.456212030378605,4.640840784974559,6.780112503570063,7.764977641543265,pass,0,4.167,0.98,1,/app/raw_data/subj02_timepoint02.mp4
127,10.364953304213717,4.761654248717284,6.876128619916032,7.788666810357492,pass,0,4.2,0.98,1,/app/raw_data/subj02_timepoint02.mp4
128,10.148495784267464,4.8526163643191325,6.7922775399446556,7.694984912389648,pass,0,4.2330000000000005,0.98,1,/app/raw_data/subj02_timepoint02.mp4
129,10.100025546882808,4.847989500345607,6.749452384017861,7.659835062152507,pass,0,4.2669999999999995,0.98,1,/app/raw_data/subj02_timepoint02.mp4
130,9.507111754912346,4.03469855472892,5.5822796757671895,6.827582361449816,pass,0,4.3,0.98,1,/app/raw_data/subj02_timepoint02.mp4
131,4.976561305878317,1.5421391500914774,2.57110475064912,3.3131481421778233,pass,0,4.333,0.98,1,/app/raw_data/subj02_timepoint02.mp4
132,3.3240327360274584,1.4066018267041778,1.690781342380981,2.303682056632971,pass,0,4.367,0.98,1,/app/raw_data/subj02_timepoint02.mp4
133,3.129806381630214,0.9631849479552026,1.1429099014609414,1.9322018527149145,pass,0,4.4,0.98,1,/app/raw_data/subj02_timepoint02.mp4
134,2.180388903975682,0.6496416256763294,0.9445634503618835,1.387300003282021,pass,0,4.433,0.98,1,/app/raw_data/subj02_timepoint02.mp4
135,1.625628376686933,0.8295431710645703,0.5740187144347928,1.0840450081803723,pass,0,4.467,0.98,1,/app/raw_data/subj02_timepoint02.mp4
136,1.6433965548550122,1.3796128055519952,0.5839846513339181,1.2394286512949253,pass,0,4.5,0.98,1,/app/raw_data/subj02_timepoint02.mp4
137,1.7988241901091686,1.9342196697170237,0.7131121053635586,1.4915981316652538,pass,0,4.533,0.98,1,/app/raw_data/subj02_timepoint02.mp4
138,1.7333902121353066,1.2787499858866795,0.4636327217803858,1.212771997747272,pass,0,4.567,0.98,1,/app/raw_data/subj02_timepoint02.mp4
139,0.9875085726330687,2.0955369495874656,0.8575268987488452,1.2380481432365764,pass,0,4.6,0.98,1,/app/raw_data/subj02_timepoint02.mp4
140,1.1180157046856667,1.7858822038808295,1.0914820709146624,1.2853910043356556,pass,0,4.633,0.98,1,/app/raw_data/subj02_timepoint02.mp4
141,0.9357801618624445,5.362415599377651,2.149971793414593,2.4841131606460727,pass,0,4.667,0.98,1,/app/raw_data/subj02_timepoint02.mp4
142,1.0191236958395664,2.973616143468161,2.2826387671168673,1.932468572987292,pass,0,4.7,0.98,1,/app/raw_data/subj02_timepoint02.mp4
143,1.2181454933054363,3.2542900251064304,2.2341207492447888,2.0748072930233885,pass,0,4.7330000000000005,0.98,1,/app/raw_data/subj02_timepoint02.mp4
144,1.684204558773762,3.3082356620323927,1.7215839351284112,2.123385178480133,pass,0,4.7669999999999995,0.98,1,/app/raw_data/subj02_timepoint02.mp4
145,2.2802284928318657,3.87856640517633,2.135944546373125,2.6552803814092276,pass,0,4.8,0.98,1,/app/raw_data/subj02_timepoint02.mp4
146,1.2941115017826579,2.9551065770074354,1.9356773203620892,1.9338152011300511,pass,0,4.833,0.98,1,/app/raw_data/subj02_timepoint02.mp4
147,0.743910326734029,2.724336619671721,2.1071382591194054,1.695568171944593,pass,0,4.867,0.98,1,/app/raw_data/subj02_timepoint02.mp4
148,0.9504805132410459,2.719087791804237,1.7530799005535824,1.6693559193826868,pass,0,4.9,0.98,1,/app/raw_data/subj02_timepoint02.mp4
149,1.5259784581438671,3.2450510565606763,1.88150898335992,2.0906387814796754,pass,0,4.933,0.98,1,/app/raw_data/subj02_timepoint02.mp4
150,2.1030778377604538,3.5648001086343597,2.0933758962767612,2.4846778222587367,pass,0,4.967,0.98,1,/app/raw_data/subj02_timepoint02.mp4
151,1.9059151690217346,3.7830442504975843,2.424623662888967,2.5636991885260842,pass,0,5.0,0.98,1,/app/raw_data/subj02_timepoint02.mp4
152,1.6799576011341804,3.767634508873089,2.436312669081182,2.468195229890841,pass,0,5.033,0.98,1,/app/raw_data/subj02_timepoint02.mp4
153,1.295096774160919,3.1846815401073605,2.0569949716561795,2.032955353882169,pass,0,5.067,0.98,1,/app/raw_data/subj02_timepoint02.mp4
154,0.8631325909061718,2.5035451725455307,1.8651345166782107,1.611241773160331,pass,0,5.1,0.98,1,/app/raw_data/subj02_timepoint02.mp4
155,1.0759462751382254,2.742833856099579,1.89245712512806,1.7724464332827399,pass,0,5.132999999999999,0.98,1,/app/raw_data/subj02_timepoint02.mp4
156,0.9808001436093597,2.7094335945098384,2.0228579318485953,1.7647745638166128,pass,0,5.167000000000001,0.98,1,/app/raw_data/subj02_timepoint02.mp4
157,1.517315385654506,2.3884324455911363,1.7320903626826656,1.814380394173038,pass,0,5.2,0.98,1,/app/raw_data/subj02_timepoint02.mp4
158,1.5255088201385951,2.0796584519439594,1.43441480078352,1.6425711381857728,pass,0,5.233,0.98,1,/app/raw_data/subj02_timepoint02.mp4
159,0.6670796564959192,1.643648645060469,1.3263515484074568,1.1322626193533918,pass,0,5.267,0.98,1,/app/raw_data/subj02_timepoint02.mp4
160,2.3000855799133126,2.4941892973308692,1.5798971326048319,2.123737574820518,pass,0,5.3,0.98,1,/app/raw_data/subj02_timepoint02.mp4
161,1.802718559589128,1.8429875811430652,0.8378492595525927,1.5086201020917844,pass,0,5.332999999999999,0.98,1,/app/raw_data/subj02_timepoint02.mp4
162,1.5340463982869088,2.2907384614046458,0.5911000117646207,1.435403345468749,pass,0,5.367000000000001,0.98,1,/app/raw_data/subj02_timepoint02.mp4
163,1.4196099305071415,1.5536436221582868,0.8113465413577217,1.2627987791049946,pass,0,5.4,0.98,1,/app/raw_data/subj02_timepoint02.mp4
164,2.5626625598364967,1.9356471389614547,1.1236916304559907,1.9432466292755366,pass,0,5.433,0.98,1,/app/raw_data/subj02_timepoint02.mp4
165,2.5864816676233926,1.2058272700046484,0.4884850971140202,1.5606263301944476,pass,0,5.4670000000000005,0.98,1,/app/raw_data/subj02_timepoint02.mp4
166,3.334611710919451,1.363363002447302,0.7771894088833665,2.008255008046964,pass,0,5.5,0.98,1,/app/raw_data/subj02_timepoint02.mp4
167,2.762506250621028,1.1749792298390926,0.524028885810377,1.6378483931066292,pass,0,5.5329999999999995,0.98,1,/app/raw_data/subj02_timepoint02.mp4
168,3.134745183901984,1.4553493729146263,0.7184499647158299,1.9297583223202095,pass,0,5.567,0.98,1,/app/raw_data/subj02_timepoint02.mp4
169,2.540247934055049,1.9021741425073295,0.8017457519648511,1.8233330893034811,pass,0,5.6,0.98,1,/app/raw_data/subj02_timepoint02.mp4
170,1.9288491619100305,1.45714647414495,0.6308310538113939,1.394816420467019,pass,0,5.632999999999999,0.98,1,/app/raw_data/subj02_timepoint02.mp4
171,2.4449556385943807,1.5548288036353373,0.9991516807908004,1.7541420637724492,pass,0,5.667000000000001,0.98,1,/app/raw_data/subj02_timepoint02.mp4
172,2.280836479993923,1.986693797758083,1.2769370019643298,1.8864096231856722,pass,0,5.7,0.98,1,/app/raw_data/subj02_timepoint02.mp4
173,2.3458993235632746,1.7988908583015806,1.2764713027227053,1.864235615597386,pass,0,5.733,0.98,1,/app/raw_data/subj02_timepoint02.mp4
174,1.844212378102246,1.5341170847769094,0.938145144367866,1.4764818586794581,pass,0,5.767,0.98,1,/app/raw_data/subj02_timepoint02.mp4
175,1.886651687873377,1.5310395789500606,1.0746564518318444,1.5366500057225467,pass,0,5.8,0.98,1,/app/raw_data/subj02_timepoint02.mp4
176,1.8983658480411505,1.4597160063009729,1.107301594713235,1.533121914953341,pass,0,5.832999999999999,0.98,1,/app/raw_data/subj02_timepoint02.mp4
177,2.501376381341297,1.5817017210320696,1.047284935391674,1.8001699614863562,pass,0,5.867000000000001,0.98,1,/app/raw_data/subj02_timepoint02.mp4
178,2.011386486185388,1.6170358023029248,0.6897559348312807,1.4902529742097586,pass,0,5.9,0.98,1,/app/raw_data/subj02_timepoint02.mp4
179,2.533323973291609,1.6373131349237764,1.095782690784685,1.8435712424031503,pass,0,5.933,0.98,1,/app/raw_data/subj02_timepoint02.mp4
180,2.5728632454143403,1.805333590535114,1.218023678011863,1.943037683371656,pass,0,5.9670000000000005,0.98,1,/app/raw_data/subj02_timepoint02.mp4
181,2.738768134755788,1.7336592611668267,1.2551249479704132,2.0057468985106803,pass,0,6.0,0.98,1,/app/raw_data/subj02_timepoint02.mp4
182,1.6184363409898816,1.7942589965107725,0.790113144178867,1.4031297145024273,pass,0,6.0329999999999995,0.98,1,/app/raw_data/subj02_timepoint02.mp4
183,2.235290862811155,1.412788137535285,0.8838058456141455,1.5920580349395024,pass,0,6.067,0.98,1,/app/raw_data/subj02_timepoint02.mp4
184,1.3926289924893334,1.7030429070930997,0.9329804493470087,1.3291646932348535,pass,0,6.1,0.98,1,/app/raw_data/subj02_timepoint02.mp4
185,1.5738563209578573,1.6568820939084319,0.9038371733852579,1.3841202146061353,pass,0,6.132999999999999,0.98,1,/app/raw_data/subj02_timepoint02.mp4
