frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_negintsoft,fac_posintsoft,neu_exp,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_cominthard,fac_happsuprinthard,fac_happsuprintsoft,error_reason,dbm_master_url
31,0,1.0,0.98,1,0.32,0.0,1.55,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.03,0.11,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.15583333333333335,0.05333333333333334,0.2027777777777778,0.2775,0,0,0.12722222222222224,0,0.05333333333333334,0.4525,0.0984920634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.05333333333333334,Pass,/app/raw_data/subj01_timepoint01.mp4
32,0,1.033,0.98,1,0.19,0.0,1.5,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.11,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.14083333333333334,0.03166666666666667,0.19555555555555557,0.2775,0,0,0.12277777777777779,0,0.03166666666666667,0.4458333333333333,0.09222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.03166666666666667,Pass,/app/raw_data/subj01_timepoint01.mp4
33,0,1.067,0.98,1,0.17,0.0,1.55,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.04,0.15,0.04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.14333333333333334,0.028333333333333335,0.20333333333333334,0.29083333333333333,0,0,0.1275,0,0.028333333333333335,0.4666666666666667,0.09511904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.028333333333333335,Pass,/app/raw_data/subj01_timepoint01.mp4
34,0,1.1,0.98,1,0.1,0.0,1.52,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.05,0.12,0.04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.135,0.016666666666666666,0.19499999999999998,0.2841666666666667,0,0,0.12283333333333332,0,0.016666666666666666,0.45,0.09011904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.016666666666666666,Pass,/app/raw_data/subj01_timepoint01.mp4
35,0,1.133,0.98,1,0.09,0.0,1.55,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.09,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1366666666666667,0.015,0.20111111111111113,0.2941666666666667,0,0,0.1263888888888889,0,0.015,0.4666666666666667,0.09242063492063493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.015,Pass,/app/raw_data/subj01_timepoint01.mp4
36,0,1.167,0.98,1,0.08,0.0,1.51,0.0,0.0,2.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.24,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.25166666666666665,0.0,0.2933333333333333,0.2933333333333333,0,0,0.16766666666666663,0,0.0,0.5866666666666667,0.11976190476190474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
37,0,1.2,0.98,1,0.09,0.0,1.45,0.0,0.0,2.06,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.14,0.29,0.28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.24166666666666667,0.0,0.2925,0.2925,0,0,0.16533333333333333,0,0.0,0.585,0.1180952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
38,0,1.2329999999999999,0.98,1,0.1,0.0,1.37,0.0,0.0,2.04,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.19,0.21,0.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.22833333333333336,0.0,0.2841666666666667,0.2841666666666667,0,0,0.15933333333333335,0,0.0,0.5683333333333334,0.11380952380952382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
39,0,1.2670000000000001,0.98,1,0.1,0.0,1.25,0.0,0.0,1.87,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.16,0.16,0.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.20833333333333334,0.0,0.26,0.26,0,0,0.14566666666666667,0,0.0,0.52,0.10404761904761906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
40,0,1.3,0.98,1,0.08,0.0,1.28,0.06,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.2,0.23,0.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.21333333333333335,0.0,0.26,0.26,0,0,0.14666666666666667,0,0.0,0.52,0.10476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
41,0,1.3330000000000002,0.98,1,0.15,0.0,1.38,0.12,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.17,0.32,0.31,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.22999999999999998,0.0,0.26416666666666666,0.26416666666666666,0,0,0.15166666666666667,0,0.0,0.5283333333333333,0.10833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
42,0,1.367,0.98,1,0.13,0.0,1.47,0.12,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.35,0.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.245,0.0,0.2833333333333333,0.2833333333333333,0,0,0.16233333333333333,0,0.0,0.5666666666666667,0.11595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
43,0,1.4,0.98,1,0.17,0.0,1.49,0.07,0.0,1.94,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.18,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.24833333333333332,0.0,0.28583333333333333,0.28583333333333333,0,0,0.164,0,0.0,0.5716666666666667,0.11714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
44,0,1.433,0.98,1,0.22,0.01,1.48,0.0,0.0,1.89,0.01,0.0,0.0,0.0,0.0,0.02,0.05,0.19,0.21,0.19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.24666666666666667,0.0,0.2808333333333333,0.2808333333333333,0,0,0.16166666666666668,0,0.0,0.5616666666666666,0.11547619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
45,0,1.4669999999999999,0.98,1,0.29,0.01,1.5,0.03,0.0,1.84,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.17,0.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.25,0.0,0.2783333333333333,0.2783333333333333,0,0,0.16133333333333333,0,0.0,0.5566666666666666,0.11523809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
46,0,1.5,0.98,1,0.32,0.01,1.48,0.03,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.28,0.18,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.24666666666666667,0.0,0.2816666666666667,0.2816666666666667,0,0,0.162,0,0.0,0.5633333333333334,0.11571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
47,0,1.5330000000000001,0.98,1,0.22,0.0,1.51,0.03,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.28,0.23,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.25166666666666665,0.0,0.2866666666666667,0.2866666666666667,0,0,0.16499999999999998,0,0.0,0.5733333333333333,0.11785714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
48,0,1.567,0.98,1,0.12,0.01,1.57,0.0,0.0,1.89,0.01,0.0,0.0,0.0,0.0,0.08,0.18,0.27,0.28,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26166666666666666,0.0,0.28833333333333333,0.28833333333333333,0,0,0.16766666666666669,0,0.0,0.5766666666666667,0.11976190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
49,0,1.6,0.98,1,0.06,0.01,1.65,0.0,0.0,1.74,0.04,0.0,0.0,0.0,0.01,0.11,0.21,0.18,0.28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27499999999999997,0.0,0.2825,0.2825,0,0,0.16799999999999998,0,0.0,0.565,0.11999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
50,0,1.633,0.98,1,0.11,0.01,1.68,0.0,0.0,1.8,0.04,0.0,0.0,0.0,0.01,0.22,0.09,0.22,0.39,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27999999999999997,0.0,0.29,0.29,0,0,0.172,0,0.0,0.58,0.12285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
51,0,1.6669999999999998,0.98,1,0.13,0.0,1.63,0.0,0.0,1.77,0.03,0.0,0.0,0.0,0.01,0.2,0.06,0.23,0.42,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27166666666666667,0.0,0.2833333333333333,0.2833333333333333,0,0,0.16766666666666666,0,0.0,0.5666666666666667,0.11976190476190475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
52,0,1.7,0.98,1,0.1,0.0,1.6,0.0,0.0,1.86,0.01,0.0,0.0,0.0,0.0,0.17,0.14,0.22,0.4,0.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26666666666666666,0.0,0.28833333333333333,0.28833333333333333,0,0,0.16866666666666666,0,0.0,0.5766666666666667,0.12047619047619047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
53,0,1.733,0.98,1,0.07,0.0,1.54,0.0,0.0,1.82,0.01,0.0,0.0,0.0,0.02,0.05,0.16,0.16,0.31,0.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.25666666666666665,0.0,0.28,0.28,0,0,0.16333333333333333,0,0.0,0.56,0.11666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
54,0,1.767,0.98,1,0.1,0.0,1.61,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.06,0.02,0.13,0.13,0.22,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.26833333333333337,0.0,0.28250000000000003,0.28250000000000003,0,0,0.16666666666666669,0,0.0,0.5650000000000001,0.11904761904761907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
55,0,1.8,0.98,1,0.11,0.0,1.6,0.0,0.0,1.73,0.01,0.0,0.0,0.0,0.16,0.0,0.02,0.1,0.16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.26666666666666666,0.0,0.2775,0.2775,0,0,0.16433333333333336,0,0.0,0.5549999999999999,0.11738095238095239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
56,0,1.8330000000000002,0.98,1,0.12,0.0,1.62,0.0,0.0,1.58,0.01,0.0,0.0,0.0,0.27,0.0,0.0,0.13,0.07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27,0.0,0.26666666666666666,0.26666666666666666,0,0,0.16066666666666665,0,0.0,0.5333333333333334,0.11476190476190475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
57,0,1.867,0.98,1,0.1,0.0,1.6,0.0,0.0,1.58,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26666666666666666,0.0,0.265,0.265,0,0,0.15933333333333335,0,0.0,0.53,0.11380952380952382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
58,0,1.9,0.98,1,0.1,0.0,1.6,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.24,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0,0,0.16,0,0.0,0.26666666666666666,0.1142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
59,0,1.933,0.98,1,0.08,0.0,1.57,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.13,0.01,0.0,0.22,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26166666666666666,0.0,0.26166666666666666,0.26166666666666666,0,0,0.15699999999999997,0,0.0,0.26166666666666666,0.11214285714285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
60,0,1.9669999999999999,0.98,1,0.04,0.0,1.55,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.18,0.02,0.0,0.17,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.25833333333333336,0.0,0.25833333333333336,0.25833333333333336,0,0,0.15500000000000003,0,0.0,0.25833333333333336,0.11071428571428574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
61,0,2.0,0.98,1,0.03,0.0,1.59,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.2,0.02,0.0,0.13,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.265,0.0,0.265,0.265,0,0,0.159,0,0.0,0.265,0.11357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
62,0,2.033,0.98,1,0.08,0.0,1.62,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.29,0.03,0.0,0.11,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27,0.0,0.27,0.27,0,0,0.162,0,0.0,0.27,0.11571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
63,0,2.0669999999999997,0.98,1,0.13,0.0,1.6,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.26,0.07,0.0,0.13,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0,0,0.16,0,0.0,0.26666666666666666,0.1142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
64,0,2.1,0.98,1,0.23,0.0,1.59,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.12,0.01,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.265,0.0,0.265,0.265,0,0,0.159,0,0.0,0.265,0.11357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
65,0,2.133,0.98,1,0.29,0.05,1.62,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.18,0.11,0.0,0.13,0.07,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0,0.27,0.0,0.2816666666666667,0.2816666666666667,0,0,0.16666666666666669,0,0.0,0.5633333333333334,0.11904761904761907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
66,0,2.167,0.98,1,0.32,0.05,1.6,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.09,0.11,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.26666666666666666,0.0,0.2725,0.2725,0,0,0.16233333333333336,0,0.0,0.5449999999999999,0.11595238095238096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
67,0,2.2,0.98,1,0.25,0.05,1.56,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.25,0.08,0.0,0.11,0.17,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0,0.26,0.0,0.2708333333333333,0.2708333333333333,0,0,0.1603333333333333,0,0.0,0.5416666666666667,0.1145238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
68,0,2.233,0.98,1,0.15,0.0,1.54,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.06,0.15,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.25666666666666665,0.0,0.25666666666666665,0.25666666666666665,0,0,0.154,0,0.0,0.25666666666666665,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
69,0,2.267,0.98,1,0.07,0.0,1.54,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.11,0.18,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.9800000000000001,0,0.25666666666666665,0.0,0.25666666666666665,0.25666666666666665,0,0,0.154,0,0.0,0.25666666666666665,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
70,0,2.3,0.98,1,0.12,0.0,1.58,0.02,0.0,1.55,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.05,0.17,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.9800000000000001,0,0.26333333333333336,0.0,0.2608333333333333,0.2608333333333333,0,0,0.15699999999999997,0,0.0,0.5216666666666667,0.11214285714285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
71,0,2.333,0.98,1,0.2,0.0,1.62,0.02,0.0,1.71,0.03,0.0,0.0,0.0,0.04,0.02,0.0,0.05,0.13,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0,0.27,0.0,0.2775,0.2775,0,0,0.16500000000000004,0,0.0,0.5549999999999999,0.11785714285714288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
72,0,2.367,0.98,1,0.25,0.0,1.66,0.02,0.0,1.71,0.06,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.1,0.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0,0.27666666666666667,0.0,0.2808333333333333,0.2808333333333333,0,0,0.16766666666666669,0,0.0,0.5616666666666666,0.11976190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
73,0,2.4,0.98,1,0.21,0.0,1.66,0.0,0.0,1.75,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.12,0.09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.27666666666666667,0.0,0.2841666666666667,0.2841666666666667,0,0,0.16899999999999998,0,0.0,0.5683333333333334,0.1207142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
74,0,2.4330000000000003,0.98,1,0.1,0.0,1.64,0.0,0.0,1.66,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.18,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.2733333333333333,0.0,0.27499999999999997,0.27499999999999997,0,0,0.16466666666666666,0,0.0,0.55,0.11761904761904761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj01_timepoint01.mp4
