aco_ff,Frames,aco_voicelabel,error_reason,dbm_master_url
0.0,116,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,117,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,118,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,119,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,120,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,121,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,122,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,123,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,124,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,125,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,126,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,127,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,128,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,129,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,130,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,131,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,132,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,133,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,134,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,135,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,136,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,137,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,138,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,139,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,140,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,141,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,142,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,143,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,144,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,145,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,146,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,147,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,148,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,149,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,150,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,151,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,152,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,153,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,154,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,155,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,156,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,157,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,158,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,159,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,160,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,161,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,162,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,163,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,164,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,165,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,166,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,167,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,168,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,169,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,170,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,171,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,172,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,173,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,174,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,175,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,176,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,177,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,178,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,179,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,180,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,181,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,182,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,183,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,184,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,185,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,186,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,187,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,188,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,189,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,190,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,191,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,192,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,193,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,194,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,195,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,196,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,197,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,198,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,199,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,200,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,201,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,202,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,203,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,204,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,205,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,206,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,207,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,208,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,209,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,210,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,211,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,212,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,213,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,214,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,215,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,216,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,217,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,218,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,219,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,220,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,221,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,222,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,223,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,224,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,225,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,226,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,227,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,228,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,229,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,230,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,231,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,232,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,233,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,234,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,235,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,236,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,237,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,238,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,239,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,240,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,241,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,242,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,243,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,244,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,245,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,246,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,247,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,248,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,249,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,250,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,251,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,252,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,253,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,254,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,255,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,256,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,257,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,258,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,259,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,260,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,261,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,262,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,263,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,264,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,265,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,266,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,267,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,268,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,269,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,270,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,271,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,272,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,273,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,274,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,275,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,276,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,277,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,278,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,279,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,280,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,281,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,282,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,283,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,284,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,285,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,286,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,287,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,288,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,289,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,290,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,291,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,292,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,293,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,294,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,295,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,296,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,297,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,298,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,299,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,300,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,301,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,302,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,303,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,304,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,305,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,306,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,307,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,308,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,309,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,310,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,311,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,312,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,313,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,314,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,315,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,316,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,317,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,318,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,319,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,320,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,321,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,322,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,323,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,324,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,325,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,326,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,327,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,328,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,329,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,330,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,331,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,332,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,333,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,334,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,335,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,336,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,337,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,338,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,339,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,340,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,341,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,342,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,343,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,344,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,345,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,346,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,347,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,348,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,349,no,Pass,/app/raw_data/subj02_timepoint01.mp4
0.0,350,no,Pass,/app/raw_data/subj02_timepoint01.mp4
132.19113283257994,351,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.30490129277806,352,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
134.1978047179623,353,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
135.02206240933532,354,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
135.80877405459225,355,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
136.52964220365223,356,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.120074494831,357,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.5186382640085,358,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.7233171320514,359,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.72814969349267,360,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.51354021160452,361,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
137.028088706048,362,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
136.27654934841212,363,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
135.2840696973173,364,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
134.10466573752834,365,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
132.9101909230419,366,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
131.91763990508338,367,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
131.1918013206184,368,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.68600080055248,369,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.3529563798028,370,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.15406450019896,371,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.0409539307102,372,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
129.98205868683013,373,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
129.98381602121177,374,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.06136458345375,375,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.22583233039708,376,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.45796167924894,377,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
130.76770412105387,378,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
131.1983813294482,379,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
131.76129625628943,380,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
132.40220694897565,381,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.01906540817237,382,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.45362701418148,383,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.6875212530109,384,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.71792862878752,385,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
133.54371977043147,386,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
132.97916148292794,387,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
131.36014140873974,388,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
129.92697138081616,389,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
129.20942529217308,390,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
128.70199602375507,391,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
128.31868291898007,392,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
128.0313773162313,393,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.79195892437677,394,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.5959720712666,395,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.46615628431972,396,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.4102896370747,397,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.42776182961842,398,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.53732292382325,399,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
127.72843428761827,400,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
128.0023500117983,401,yes,Pass,/app/raw_data/subj02_timepoint01.mp4
