aco_hnr,Frames,dbm_master_url,error_reason
,0,/app/raw_data/subj01_timepoint02.mp4,Pass
,1,/app/raw_data/subj01_timepoint02.mp4,Pass
,2,/app/raw_data/subj01_timepoint02.mp4,Pass
,3,/app/raw_data/subj01_timepoint02.mp4,Pass
,4,/app/raw_data/subj01_timepoint02.mp4,Pass
,5,/app/raw_data/subj01_timepoint02.mp4,Pass
,6,/app/raw_data/subj01_timepoint02.mp4,Pass
,7,/app/raw_data/subj01_timepoint02.mp4,Pass
,8,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.292797787537338,9,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.479387888807553,10,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.5679104395719258,11,/app/raw_data/subj01_timepoint02.mp4,Pass
0.20986293836861622,12,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.4191335605436366,13,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.6335001486456882,14,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.0076899008929792,15,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.3957513841880487,16,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.8301073202426705,17,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.317155707064313,18,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.7508989762799532,19,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.15719431146388818,20,/app/raw_data/subj01_timepoint02.mp4,Pass
-11.455517282714045,21,/app/raw_data/subj01_timepoint02.mp4,Pass
,22,/app/raw_data/subj01_timepoint02.mp4,Pass
,23,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.2995402641447065,24,/app/raw_data/subj01_timepoint02.mp4,Pass
-7.20304025100954,25,/app/raw_data/subj01_timepoint02.mp4,Pass
-3.454261353961847,26,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.1583234110478735,27,/app/raw_data/subj01_timepoint02.mp4,Pass
0.05959650637502821,28,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.368315483278121,29,/app/raw_data/subj01_timepoint02.mp4,Pass
-6.067949943858979,30,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.618798788618169,31,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.563272647280806,32,/app/raw_data/subj01_timepoint02.mp4,Pass
-3.4878481812904445,33,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.381911130579552,34,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.8547690529461613,35,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.409003837063894,36,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.965937864292999,37,/app/raw_data/subj01_timepoint02.mp4,Pass
-13.54022488060918,38,/app/raw_data/subj01_timepoint02.mp4,Pass
-11.278064409242713,39,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.827474200071453,40,/app/raw_data/subj01_timepoint02.mp4,Pass
-6.56692888303972,41,/app/raw_data/subj01_timepoint02.mp4,Pass
-8.219807485425735,42,/app/raw_data/subj01_timepoint02.mp4,Pass
-7.980120417361959,43,/app/raw_data/subj01_timepoint02.mp4,Pass
-7.373388700998244,44,/app/raw_data/subj01_timepoint02.mp4,Pass
4.553410303994536,45,/app/raw_data/subj01_timepoint02.mp4,Pass
9.256049289899188,46,/app/raw_data/subj01_timepoint02.mp4,Pass
7.898866080493545,47,/app/raw_data/subj01_timepoint02.mp4,Pass
2.164102442774899,48,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.024506094092069,49,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.5267326251397018,50,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.030465426061806,51,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.6557687176176109,52,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.5238736301821625,53,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.9225992715717217,54,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.2666654011944665,55,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.703780449881669,56,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.116511032245974,57,/app/raw_data/subj01_timepoint02.mp4,Pass
-8.352972825452174,58,/app/raw_data/subj01_timepoint02.mp4,Pass
-8.99367890420797,59,/app/raw_data/subj01_timepoint02.mp4,Pass
3.088784184614089,60,/app/raw_data/subj01_timepoint02.mp4,Pass
1.089540073278332,61,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.5534453706258886,62,/app/raw_data/subj01_timepoint02.mp4,Pass
-3.184935520770025,63,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.2864734479512507,64,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.757520243582729,65,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.3463649055541045,66,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.14018040695892,67,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.354031057920512,68,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.369478725118146,69,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.23468489252949,70,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.9656908722427677,71,/app/raw_data/subj01_timepoint02.mp4,Pass
0.32316952027886175,72,/app/raw_data/subj01_timepoint02.mp4,Pass
3.2130934267770455,73,/app/raw_data/subj01_timepoint02.mp4,Pass
5.884095302011579,74,/app/raw_data/subj01_timepoint02.mp4,Pass
4.042161943562178,75,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.27620352203342463,76,/app/raw_data/subj01_timepoint02.mp4,Pass
-3.596296184854437,77,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.5041731715909545,78,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.310852965407637,79,/app/raw_data/subj01_timepoint02.mp4,Pass
0.19026448640106153,80,/app/raw_data/subj01_timepoint02.mp4,Pass
1.5152366702442024,81,/app/raw_data/subj01_timepoint02.mp4,Pass
4.211963480971461,82,/app/raw_data/subj01_timepoint02.mp4,Pass
5.049837300427399,83,/app/raw_data/subj01_timepoint02.mp4,Pass
7.584652833160915,84,/app/raw_data/subj01_timepoint02.mp4,Pass
5.9968912260488505,85,/app/raw_data/subj01_timepoint02.mp4,Pass
0.16651757250947735,86,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.258283110571789,87,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.773453989000084,88,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.2529007059125783,89,/app/raw_data/subj01_timepoint02.mp4,Pass
2.273259403096456,90,/app/raw_data/subj01_timepoint02.mp4,Pass
5.210498996835006,91,/app/raw_data/subj01_timepoint02.mp4,Pass
8.130839234281073,92,/app/raw_data/subj01_timepoint02.mp4,Pass
6.930381019928525,93,/app/raw_data/subj01_timepoint02.mp4,Pass
3.161280931619976,94,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.3386781303674464,95,/app/raw_data/subj01_timepoint02.mp4,Pass
-3.0705543367086614,96,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.044669727885298,97,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.862126574836979,98,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.384180663108439,99,/app/raw_data/subj01_timepoint02.mp4,Pass
2.999807273268129,100,/app/raw_data/subj01_timepoint02.mp4,Pass
4.9465518122713785,101,/app/raw_data/subj01_timepoint02.mp4,Pass
1.4509917911385541,102,/app/raw_data/subj01_timepoint02.mp4,Pass
2.0884918531970644,103,/app/raw_data/subj01_timepoint02.mp4,Pass
0.6109948541593953,104,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.7512607306151433,105,/app/raw_data/subj01_timepoint02.mp4,Pass
-6.149606629452274,106,/app/raw_data/subj01_timepoint02.mp4,Pass
-7.046163295633968,107,/app/raw_data/subj01_timepoint02.mp4,Pass
-6.250548162770592,108,/app/raw_data/subj01_timepoint02.mp4,Pass
-4.2892752320365055,109,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.1815310450003573,110,/app/raw_data/subj01_timepoint02.mp4,Pass
0.22609547015135228,111,/app/raw_data/subj01_timepoint02.mp4,Pass
2.0730526128861286,112,/app/raw_data/subj01_timepoint02.mp4,Pass
-5.725906999127755,113,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.393696743873769,114,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.5232006847283035,115,/app/raw_data/subj01_timepoint02.mp4,Pass
-1.4687169479750568,116,/app/raw_data/subj01_timepoint02.mp4,Pass
-2.3830058715536278,117,/app/raw_data/subj01_timepoint02.mp4,Pass
-0.11236151394896608,118,/app/raw_data/subj01_timepoint02.mp4,Pass
0.6901527568519814,119,/app/raw_data/subj01_timepoint02.mp4,Pass
0.6042690037608354,120,/app/raw_data/subj01_timepoint02.mp4,Pass
0.5595038831982055,121,/app/raw_data/subj01_timepoint02.mp4,Pass
