frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_negintsoft,fac_posintsoft,neu_exp,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_cominthard,fac_happsuprinthard,fac_happsuprintsoft,error_reason,dbm_master_url
11,0,0.33299999999999996,0.98,1,0.0,0.01,1.09,0.01,0.0,0.96,0.05,0.0,0.0,0.01,0.11,0.04,0.29,0.12,0.08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.9800000000000001,0,0.18166666666666667,0.0,0.1708333333333333,0.1708333333333333,0,0,0.10466666666666666,0,0.0,0.3416666666666667,0.07476190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
12,0,0.36700000000000005,0.98,1,0.0,0.01,0.96,0.01,0.0,0.94,0.03,0.0,0.0,0.01,0.09,0.04,0.24,0.1,0.06,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.9800000000000001,0,0.16,0.0016666666666666668,0.1061111111111111,0.1061111111111111,0,0,0.07444444444444444,0,0.0016666666666666668,0.31833333333333336,0.05341269841269841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
13,0,0.4,0.98,1,0.0,0.06,0.99,0.01,0.0,0.64,0.0,0.0,0.0,0.01,0.1,0.02,0.17,0.23,0.04,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9800000000000001,0,0.165,0.0016666666666666668,0.09111111111111111,0.09111111111111111,0,0,0.06944444444444445,0,0.0016666666666666668,0.2733333333333334,0.049841269841269846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
14,0,0.433,0.98,1,0.0,0.06,1.08,0.0,0.0,0.45,0.01,0.0,0.0,0.0,0.18,0.07,0.1,0.31,0.01,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.9800000000000001,0,0.18000000000000002,0.0,0.085,0.085,0,0,0.07,0,0.0,0.255,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
15,0,0.467,0.98,1,0.0,0.06,1.09,0.0,0.0,0.43,0.04,0.0,0.0,0.0,0.19,0.09,0.05,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9800000000000001,0,0.0,0.0,0.035833333333333335,0.035833333333333335,0,0,0.014333333333333333,0,0.0,0.07166666666666667,0.010238095238095239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
16,0,0.5,0.98,1,0.0,0.12,0.94,0.0,0.0,0.62,0.03,0.0,0.0,0.0,0.13,0.09,0.1,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.9800000000000001,0,0.0,0.0,0.051666666666666666,0.051666666666666666,0,0,0.020666666666666667,0,0.0,0.10333333333333333,0.014761904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
17,0,0.5329999999999999,0.98,1,0.0,0.13,0.81,0.0,0.0,0.6,0.03,0.0,0.0,0.0,0.05,0.09,0.07,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0,0.0,0.0,0.049999999999999996,0.049999999999999996,0,0,0.019999999999999997,0,0.0,0.09999999999999999,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
18,0,0.5670000000000001,0.98,1,0.0,0.17,0.87,0.02,0.0,0.44,0.0,0.0,0.0,0.0,0.02,0.13,0.14,0.11,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0,0.0,0.0033333333333333335,0.03833333333333334,0.03833333333333334,0,0,0.015333333333333334,0,0.0033333333333333335,0.07666666666666666,0.01142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
19,0,0.6,0.98,1,0.0,0.11,0.88,0.02,0.0,0.26,0.0,0.0,0.0,0.0,0.01,0.18,0.06,0.05,0.04,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0,0.0,0.0033333333333333335,0.023333333333333334,0.023333333333333334,0,0,0.009333333333333334,0,0.0033333333333333335,0.04666666666666667,0.0071428571428571435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
20,0,0.633,0.98,1,0.0,0.11,0.81,0.02,0.0,0.22,0.0,0.0,0.0,0.0,0.05,0.19,0.06,0.05,0.04,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0,0,0.0013333333333333335,0,0.0033333333333333335,0.0033333333333333335,0.0014285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
21,0,0.667,0.98,1,0.0,0.12,0.8,0.0,0.0,0.22,0.01,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.03,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
22,0,0.7,0.98,1,0.0,0.2,0.9,0.0,0.0,0.4,0.01,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.15,0.0,0.075,0.075,0,0,0.06,0,0.0,0.15,0.04285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
23,0,0.733,0.98,1,0.0,0.18,0.9,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.15,0.0,0.075,0.075,0,0,0.06,0,0.0,0.15,0.04285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
24,0,0.767,0.98,1,0.0,0.12,0.84,0.0,0.0,0.52,0.08,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.13999999999999999,0.0,0.06999999999999999,0.06999999999999999,0,0,0.055999999999999994,0,0.0,0.13999999999999999,0.039999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
25,0,0.8,0.98,1,0.0,0.0,0.79,0.07,0.0,0.36,0.12,0.0,0.0,0.02,0.03,0.05,0.0,0.0,0.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0,0.13166666666666668,0.011666666666666667,0.07166666666666667,0.07166666666666667,0,0,0.05500000000000001,0,0.011666666666666667,0.14333333333333334,0.040952380952380955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
26,0,0.833,0.98,1,0.0,0.0,0.88,0.07,0.0,0.24,0.16,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.9800000000000001,0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,0,0,0.004666666666666667,0,0.011666666666666667,0.011666666666666667,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
27,0,0.867,0.98,1,0.0,0.0,0.87,0.07,0.0,0.1,0.18,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9800000000000001,0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,0,0,0.004666666666666667,0,0.011666666666666667,0.011666666666666667,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
28,0,0.9,0.98,1,0.0,0.0,0.86,0.0,0.0,0.0,0.26,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
29,0,0.9329999999999999,0.98,1,0.0,0.0,0.79,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
30,0,0.9670000000000001,0.98,1,0.0,0.0,0.78,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.12,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
31,0,1.0,0.98,1,0.0,0.0,0.77,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.11,0.01,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
32,0,1.033,0.98,1,0.0,0.0,0.84,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.01,0.03,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
33,0,1.067,0.98,1,0.0,0.0,0.83,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
34,0,1.1,0.98,1,0.0,0.0,0.82,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
35,0,1.133,0.98,1,0.0,0.0,0.82,0.11,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.0,0.018333333333333333,0.018333333333333333,0.018333333333333333,0,0,0.007333333333333333,0,0.018333333333333333,0.018333333333333333,0.007857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
36,0,1.167,0.98,1,0.0,0.0,0.79,0.11,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.0,0.018333333333333333,0.018333333333333333,0.018333333333333333,0,0,0.007333333333333333,0,0.018333333333333333,0.018333333333333333,0.007857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
37,0,1.2,0.98,1,0.0,0.0,0.83,0.12,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.0,0.02,0.02,0.02,0,0,0.008,0,0.02,0.02,0.008571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
38,0,1.2329999999999999,0.98,1,0.0,0.0,0.74,0.02,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.02,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0,0,0.0013333333333333335,0,0.0033333333333333335,0.0033333333333333335,0.0014285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
39,0,1.2670000000000001,0.98,1,0.0,0.0,0.72,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.03,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0,0,0.0013333333333333335,0,0.0033333333333333335,0.0033333333333333335,0.0014285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
40,0,1.3,0.98,1,0.0,0.0,0.65,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
41,0,1.3330000000000002,0.98,1,0.0,0.0,0.69,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
42,0,1.367,0.98,1,0.0,0.0,0.67,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
43,0,1.4,0.98,1,0.0,0.0,0.62,0.0,0.0,0.56,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.05,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint01.mp4
