aco_ff,Frames,aco_voicelabel,error_reason,dbm_master_url
0.0,0,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,1,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,2,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,3,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,4,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,5,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,6,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,7,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,8,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,9,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,10,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,11,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,12,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,13,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,14,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,15,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,16,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,17,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,18,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,19,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,20,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,21,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,22,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,23,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,24,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,25,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,26,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,27,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,28,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,29,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,30,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,31,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,32,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,33,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,34,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,35,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,36,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,37,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,38,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,39,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,40,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,41,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,42,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,43,no,Pass,/app/raw_data/subj02_timepoint02.mp4
0.0,44,no,Pass,/app/raw_data/subj02_timepoint02.mp4
