mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.092,0.023,0.04,,Pass,/app/raw_data/subj02_timepoint02.mp4
0.091,0.021,0.043,0.0037416573867739373,Pass,/app/raw_data/subj02_timepoint02.mp4
0.08900000000000001,0.021,0.043,0.001999999999999988,Pass,/app/raw_data/subj02_timepoint02.mp4
0.085,0.021,0.044000000000000004,0.0041231056256176655,Pass,/app/raw_data/subj02_timepoint02.mp4
0.081,0.022000000000000002,0.043,0.004242640687119291,Pass,/app/raw_data/subj02_timepoint02.mp4
0.086,0.018000000000000002,0.039,0.007549834435270741,Pass,/app/raw_data/subj02_timepoint02.mp4
0.09,0.023,0.036000000000000004,0.007071067811865474,Pass,/app/raw_data/subj02_timepoint02.mp4
0.09300000000000001,0.027999999999999997,0.034,0.006164414002968983,Pass,/app/raw_data/subj02_timepoint02.mp4
0.086,0.026000000000000002,0.027999999999999997,0.009433981132056622,Pass,/app/raw_data/subj02_timepoint02.mp4
0.113,0.031,0.02,0.028600699292150193,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11199999999999999,0.039,0.017,0.008602325267042629,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11199999999999999,0.038,0.015,0.0022360679774997916,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11900000000000001,0.038,0.009000000000000001,0.009219544457292901,Pass,/app/raw_data/subj02_timepoint02.mp4
0.12,0.037000000000000005,0.008,0.0017320508075688668,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11800000000000001,0.037000000000000005,0.008,0.001999999999999988,Pass,/app/raw_data/subj02_timepoint02.mp4
0.12,0.036000000000000004,0.008,0.0022360679774997795,Pass,/app/raw_data/subj02_timepoint02.mp4
0.12,0.036000000000000004,0.009000000000000001,0.0010000000000000009,Pass,/app/raw_data/subj02_timepoint02.mp4
0.12,0.032,0.011000000000000001,0.004472135954999582,Pass,/app/raw_data/subj02_timepoint02.mp4
0.121,0.032,0.012,0.001414213562373095,Pass,/app/raw_data/subj02_timepoint02.mp4
0.12300000000000001,0.032,0.013999999999999999,0.0028284271247462,Pass,/app/raw_data/subj02_timepoint02.mp4
0.124,0.032,0.015,0.0014142135623730866,Pass,/app/raw_data/subj02_timepoint02.mp4
0.121,0.031,0.018000000000000002,0.004358898943540678,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11599999999999999,0.03,0.018000000000000002,0.00509901951359279,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11599999999999999,0.031,0.019,0.001414213562373094,Pass,/app/raw_data/subj02_timepoint02.mp4
0.11599999999999999,0.031,0.017,0.0019999999999999983,Pass,/app/raw_data/subj02_timepoint02.mp4
0.115,0.033,0.016,0.002449489742783175,Pass,/app/raw_data/subj02_timepoint02.mp4
0.109,0.035,0.018000000000000002,0.006633249580710806,Pass,/app/raw_data/subj02_timepoint02.mp4
0.114,0.035,0.018000000000000002,0.0050000000000000044,Pass,/app/raw_data/subj02_timepoint02.mp4
0.111,0.036000000000000004,0.019,0.0033166247903554016,Pass,/app/raw_data/subj02_timepoint02.mp4
0.107,0.031,0.024,0.008124038404635965,Pass,/app/raw_data/subj02_timepoint02.mp4
0.106,0.03,0.025,0.001732050807568879,Pass,/app/raw_data/subj02_timepoint02.mp4
0.105,0.026000000000000002,0.027999999999999997,0.00509901951359278,Pass,/app/raw_data/subj02_timepoint02.mp4
0.099,0.02,0.035,0.011000000000000001,Pass,/app/raw_data/subj02_timepoint02.mp4
0.09699999999999999,0.016,0.038,0.005385164807134507,Pass,/app/raw_data/subj02_timepoint02.mp4
0.083,0.005,0.053,0.02328089345364562,Pass,/app/raw_data/subj02_timepoint02.mp4
0.081,0.008,0.051,0.004123105625617662,Pass,/app/raw_data/subj02_timepoint02.mp4
0.075,0.001,0.057999999999999996,0.011575836902790227,Pass,/app/raw_data/subj02_timepoint02.mp4
0.069,-0.005,0.067,0.012369316876852983,Pass,/app/raw_data/subj02_timepoint02.mp4
0.063,-0.012,0.07200000000000001,0.01048808848170152,Pass,/app/raw_data/subj02_timepoint02.mp4
0.057999999999999996,-0.015,0.079,0.009110433579144294,Pass,/app/raw_data/subj02_timepoint02.mp4
0.054000000000000006,-0.018000000000000002,0.081,0.005385164807134499,Pass,/app/raw_data/subj02_timepoint02.mp4
0.057,-0.022000000000000002,0.081,0.0049999999999999975,Pass,/app/raw_data/subj02_timepoint02.mp4
0.061,-0.019,0.081,0.004999999999999999,Pass,/app/raw_data/subj02_timepoint02.mp4
