aco_numpauses,aco_pausefrac,aco_pausetime,aco_speakingtime,aco_totaltime,error_reason,dbm_master_url
1,0.5761904761904795,2.420000000000002,1.779999999999978,4.19999999999998,Pass,/app/raw_data/subj02_timepoint02.mp4
