frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_negintsoft,fac_posintsoft,neu_exp,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_cominthard,fac_happsuprinthard,fac_happsuprintsoft,error_reason,dbm_master_url
12,0,0.36700000000000005,0.98,1,0.0,0.0,0.0,0.0,0.86,2.61,0.0,1.08,0.9,1.1,0.0,0.31,0.06,0.15,0.13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0.14666666666666667,0.0,0.0,0.435,0.435,0.0,0.16666666666666666,0.20733333333333331,0.14666666666666667,0.0,0.7483333333333333,0.16904761904761906,1,0,0,0,0,0,1,0.14666666666666667,0,0,0,0,0,0.16666666666666666,0.03333333333333333,0.14666666666666667,0,0.31333333333333335,0.04476190476190477,0,0.15,Pass,/app/raw_data/subj01_timepoint02.mp4
13,0,0.4,0.98,1,0.0,0.0,0.0,0.0,0.9,2.42,0.0,1.07,0.9,1.08,0.02,0.35,0.06,0.1,0.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.9800000000000001,0.15,0.0,0.0,0.4033333333333333,0.4033333333333333,0.0,0.165,0.19433333333333333,0.15,0.0,0.7183333333333334,0.16023809523809524,1,0,0,0,0,0,1,0.15,0,0,0,0,0,0.165,0.033,0.15,0,0.315,0.045,0,0.15,Pass,/app/raw_data/subj01_timepoint02.mp4
14,0,0.433,0.98,1,0.0,0.0,0.0,0.0,0.91,2.31,0.0,1.03,0.89,1.03,0.02,0.39,0.06,0.14,0.23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.15,0.0,0.0,0.385,0.385,0.0,0.16,0.186,0.15,0.0,0.6950000000000001,0.1542857142857143,1,0,0,0,0,0,1,0.15,0,0,0,0,0,0.16,0.032,0.15,0,0.31,0.04428571428571428,0,0.14833333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
15,0,0.467,0.98,1,0.0,0.0,0.0,0.0,0.92,2.21,0.0,0.91,0.86,0.94,0.02,0.34,0.0,0.13,0.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0.14833333333333334,0.0,0.0,0.36833333333333335,0.36833333333333335,0.0,0.15,0.17733333333333334,0.14833333333333334,0.0,0.6666666666666667,0.14785714285714285,1,0,0,0,0,0,1,0.14833333333333334,0,0,0,0,0,0.15,0.03,0.14833333333333334,0,0.29833333333333334,0.04261904761904762,0,0.14333333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
16,0,0.5,0.98,1,0.0,0.0,0.0,0.0,0.92,2.15,0.02,0.82,0.83,0.81,0.0,0.3,0.0,0.12,0.48,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14583333333333334,0.0,0.0,0.35833333333333334,0.35833333333333334,0.0,0.1366666666666667,0.1706666666666667,0.14583333333333334,0.0,0.6408333333333334,0.14273809523809525,1,0,0,0,0,0,1,0.14583333333333334,0,0,0,0,0,0.1366666666666667,0.027333333333333338,0.14583333333333334,0,0.28250000000000003,0.04035714285714286,0,0.13833333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
17,0,0.5329999999999999,0.98,1,0.0,0.0,0.0,0.0,0.96,2.36,0.06,0.72,0.81,0.78,0.0,0.2,0.0,0.02,0.52,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.1475,0.0,0.0,0.3933333333333333,0.3933333333333333,0.0,0.1325,0.18383333333333335,0.1475,0.0,0.6733333333333333,0.15238095238095237,1,0,0,0,0,0,1,0.1475,0,0,0,0,0,0.1325,0.026500000000000003,0.1475,0,0.28,0.04,0,0.135,Pass,/app/raw_data/subj01_timepoint02.mp4
18,0,0.5670000000000001,0.98,1,0.0,0.0,0.0,0.0,0.94,2.3,0.06,0.73,0.82,0.9,0.0,0.18,0.0,0.04,0.49,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14666666666666664,0.0,0.0,0.3833333333333333,0.3833333333333333,0.0,0.14333333333333334,0.182,0.14666666666666664,0.0,0.6733333333333332,0.15095238095238095,1,0,0,0,0,0,1,0.14666666666666664,0,0,0,0,0,0.14333333333333334,0.028666666666666667,0.14666666666666664,0,0.29,0.041428571428571426,0,0.13666666666666666,Pass,/app/raw_data/subj01_timepoint02.mp4
19,0,0.6,0.98,1,0.0,0.0,0.0,0.0,0.93,2.49,0.05,0.7,0.84,0.98,0.0,0.24,0.0,0.08,0.45,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.1475,0.0,0.0,0.41500000000000004,0.41500000000000004,0.0,0.15166666666666664,0.19633333333333333,0.1475,0.0,0.7141666666666666,0.16130952380952382,1,0,0,0,0,0,1,0.1475,0,0,0,0,0,0.15166666666666664,0.03033333333333333,0.1475,0,0.29916666666666664,0.042738095238095235,0,0.13999999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
20,0,0.633,0.98,1,0.0,0.0,0.0,0.0,0.91,2.37,0.08,0.69,0.85,1.09,0.03,0.28,0.05,0.12,0.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14666666666666667,0.0,0.0,0.395,0.395,0.0,0.16166666666666665,0.19033333333333333,0.14666666666666667,0.0,0.7033333333333334,0.1569047619047619,1,0,0,0,0,0,1,0.14666666666666667,0,0,0,0,0,0.16166666666666665,0.03233333333333333,0.14666666666666667,0,0.30833333333333335,0.04404761904761905,0,0.14166666666666666,Pass,/app/raw_data/subj01_timepoint02.mp4
21,0,0.667,0.98,1,0.0,0.0,0.0,0.0,0.94,2.42,0.11,0.53,0.84,1.11,0.04,0.34,0.05,0.13,0.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14833333333333332,0.0,0.0,0.4033333333333333,0.4033333333333333,0.0,0.1625,0.19383333333333333,0.14833333333333332,0.0,0.7141666666666666,0.15964285714285714,1,0,0,0,0,0,1,0.14833333333333332,0,0,0,0,0,0.1625,0.0325,0.14833333333333332,0,0.3108333333333333,0.0444047619047619,0,0.13999999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
22,0,0.7,0.98,1,0.0,0.0,0.0,0.0,0.93,2.36,0.1,0.49,0.83,1.12,0.07,0.3,0.05,0.19,0.46,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14666666666666667,0.0,0.0,0.3933333333333333,0.3933333333333333,0.0,0.1625,0.18983333333333333,0.14666666666666667,0.0,0.7025,0.15654761904761907,1,0,0,0,0,0,1,0.14666666666666667,0,0,0,0,0,0.1625,0.0325,0.14666666666666667,0,0.3091666666666667,0.044166666666666674,0,0.13833333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
23,0,0.733,0.98,1,0.01,0.0,0.0,0.01,0.94,2.42,0.05,0.45,0.84,1.08,0.04,0.26,0.05,0.22,0.48,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14833333333333332,0.0,0.0,0.4033333333333333,0.4033333333333333,0.0,0.16,0.19333333333333333,0.14833333333333332,0.0,0.7116666666666667,0.15928571428571428,1,0,0,0,0,0,1,0.14833333333333332,0,0,0,0,0,0.16,0.032,0.14833333333333332,0,0.30833333333333335,0.04404761904761905,0,0.13999999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
24,0,0.767,0.98,1,0.09,0.0,0.0,0.01,0.94,2.41,0.02,0.62,0.84,1.09,0.04,0.22,0.05,0.26,0.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14833333333333332,0.0,0.0,0.40166666666666667,0.40166666666666667,0.0,0.16083333333333336,0.19283333333333336,0.14833333333333332,0.0,0.7108333333333334,0.15892857142857145,1,0,0,0,0,0,1,0.14833333333333332,0,0,0,0,0,0.16083333333333336,0.03216666666666667,0.14833333333333332,0,0.3091666666666667,0.044166666666666674,0,0.13999999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
25,0,0.8,0.98,1,0.11,0.0,0.0,0.03,0.86,2.34,0.02,0.54,0.82,1.06,0.01,0.09,0.05,0.19,0.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.13999999999999999,0.0,0.0,0.38999999999999996,0.38999999999999996,0.0,0.15666666666666665,0.1873333333333333,0.13999999999999999,0.0,0.6866666666666665,0.1538095238095238,1,0,0,0,0,0,1,0.13999999999999999,0,0,0,0,0,0.15666666666666665,0.03133333333333333,0.13999999999999999,0,0.29666666666666663,0.04238095238095237,0,0.13666666666666666,Pass,/app/raw_data/subj01_timepoint02.mp4
26,0,0.833,0.98,1,0.15,0.0,0.0,0.08,0.8,2.23,0.01,0.36,0.74,0.94,0.0,0.08,0.03,0.17,0.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.12833333333333333,0.0,0.0,0.37166666666666665,0.37166666666666665,0.0,0.13999999999999999,0.17666666666666667,0.12833333333333333,0.0,0.64,0.1445238095238095,1,0,0,0,0,0,1,0.12833333333333333,0,0,0,0,0,0.13999999999999999,0.027999999999999997,0.12833333333333333,0,0.2683333333333333,0.03833333333333333,0,0.12333333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
27,0,0.867,0.98,1,0.15,0.0,0.0,0.08,0.79,2.31,0.08,0.15,0.71,0.87,0.07,0.02,0.1,0.09,0.37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.125,0.0,0.0,0.385,0.385,0.0,0.13166666666666668,0.18033333333333335,0.125,0.0,0.6416666666666667,0.14666666666666667,1,0,0,0,0,0,1,0.125,0,0,0,0,0,0.13166666666666668,0.026333333333333337,0.125,0,0.2566666666666667,0.036666666666666674,0,0.11833333333333333,Pass,/app/raw_data/subj01_timepoint02.mp4
28,0,0.9,0.98,1,0.21,0.0,0.0,0.15,0.88,2.45,0.1,0.17,0.71,0.94,0.07,0.02,0.16,0.07,0.38,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.13249999999999998,0.0,0.0,0.4083333333333334,0.4083333333333334,0.0,0.13749999999999998,0.19083333333333335,0.13249999999999998,0.0,0.6783333333333333,0.15523809523809523,1,0,0,0,0,0,1,0.13249999999999998,0,0,0,0,0,0.13749999999999998,0.027499999999999997,0.13249999999999998,0,0.26999999999999996,0.03857142857142857,0,0.11833333333333333,Pass,/app/raw_data/subj01_timepoint02.mp4
29,0,0.9329999999999999,0.98,1,0.22,0.0,0.0,0.08,0.95,2.48,0.13,0.29,0.74,0.95,0.07,0.02,0.13,0.1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14083333333333334,0.0,0.0,0.41333333333333333,0.41333333333333333,0.0,0.14083333333333334,0.1935,0.14083333333333334,0.0,0.6950000000000001,0.15833333333333335,1,0,0,0,0,0,1,0.14083333333333334,0,0,0,0,0,0.14083333333333334,0.028166666666666666,0.14083333333333334,0,0.2816666666666667,0.04023809523809524,0,0.12333333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
30,0,0.9670000000000001,0.98,1,0.31,0.0,0.0,0.22,0.94,2.66,0.16,0.37,0.72,1.02,0.0,0.0,0.18,0.1,0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.13833333333333334,0.0,0.0,0.44333333333333336,0.44333333333333336,0.0,0.145,0.20633333333333334,0.13833333333333334,0.0,0.7266666666666667,0.16714285714285712,1,0,0,0,0,0,1,0.13833333333333334,0,0,0,0,0,0.145,0.028999999999999998,0.13833333333333334,0,0.2833333333333333,0.04047619047619048,0,0.12,Pass,/app/raw_data/subj01_timepoint02.mp4
31,0,1.0,0.98,1,0.32,0.0,0.0,0.18,0.93,2.78,0.19,0.32,0.69,1.01,0.0,0.0,0.18,0.16,0.53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.135,0.0,0.0,0.4633333333333333,0.4633333333333333,0.0,0.14166666666666666,0.21366666666666667,0.135,0.0,0.74,0.17190476190476192,1,0,0,0,0,0,1,0.135,0,0,0,0,0,0.14166666666666666,0.028333333333333332,0.135,0,0.27666666666666667,0.039523809523809524,0,0.11499999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
32,0,1.033,0.98,1,0.37,0.0,0.0,0.29,0.92,2.9,0.14,0.34,0.69,1.07,0.0,0.0,0.25,0.17,0.46,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.13416666666666666,0.0,0.0,0.48333333333333334,0.48333333333333334,0.0,0.14666666666666667,0.22266666666666665,0.13416666666666666,0.0,0.7641666666666667,0.17821428571428571,1,0,0,0,0,0,1,0.13416666666666666,0,0,0,0,0,0.14666666666666667,0.029333333333333333,0.13416666666666666,0,0.2808333333333333,0.04011904761904762,0,0.11499999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
33,0,1.067,0.98,1,0.31,0.0,0.0,0.18,0.95,2.9,0.08,0.28,0.68,1.03,0.01,0.0,0.15,0.23,0.38,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.13583333333333333,0.0,0.0,0.48333333333333334,0.48333333333333334,0.0,0.1425,0.22183333333333333,0.13583333333333333,0.0,0.7616666666666666,0.17785714285714288,1,0,0,0,0,0,1,0.13583333333333333,0,0,0,0,0,0.1425,0.028499999999999998,0.13583333333333333,0,0.2783333333333333,0.03976190476190476,0,0.11333333333333334,Pass,/app/raw_data/subj01_timepoint02.mp4
34,0,1.1,0.98,1,0.26,0.0,0.0,0.13,0.98,2.94,0.05,0.35,0.73,1.02,0.03,0.0,0.15,0.23,0.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.1425,0.0,0.0,0.49,0.49,0.0,0.14583333333333334,0.22516666666666665,0.1425,0.0,0.7783333333333333,0.18119047619047618,1,0,0,0,0,0,1,0.1425,0,0,0,0,0,0.14583333333333334,0.029166666666666667,0.1425,0,0.28833333333333333,0.04119047619047619,0,0.12166666666666666,Pass,/app/raw_data/subj01_timepoint02.mp4
35,0,1.133,0.98,1,0.24,0.0,0.0,0.02,1.0,3.02,0.06,0.25,0.69,1.07,0.07,0.0,0.15,0.24,0.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14083333333333334,0.0,0.0,0.5033333333333333,0.5033333333333333,0.0,0.14666666666666667,0.23066666666666666,0.14083333333333334,0.0,0.7908333333333333,0.1848809523809524,1,0,0,0,0,0,1,0.14083333333333334,0,0,0,0,0,0.14666666666666667,0.029333333333333333,0.14083333333333334,0,0.2875,0.04107142857142857,0,0.11499999999999999,Pass,/app/raw_data/subj01_timepoint02.mp4
36,0,1.167,0.98,1,0.15,0.0,0.0,0.04,1.03,2.96,0.04,0.33,0.72,1.11,0.1,0.0,0.19,0.32,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.14583333333333334,0.0,0.0,0.49333333333333335,0.49333333333333335,0.0,0.1525,0.22783333333333333,0.14583333333333334,0.0,0.7916666666666666,0.18357142857142858,1,0,0,0,0,0,1,0.14583333333333334,0,0,0,0,0,0.1525,0.0305,0.14583333333333334,0,0.29833333333333334,0.04261904761904762,0,0.12,Pass,/app/raw_data/subj01_timepoint02.mp4
