aco_numpauses,aco_pausefrac,aco_pausetime,aco_speakingtime,aco_totaltime,error_reason,dbm_master_url
0,0.0,0,0.13999999999999996,0.13999999999999996,Pass,/app/raw_data/subj01_timepoint01.mp4
