frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_negintsoft,fac_posintsoft,neu_exp,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_cominthard,fac_happsuprinthard,fac_happsuprintsoft,error_reason,dbm_master_url
11,0,0.33299999999999996,0.98,1,0.0,0.0,0.0,0.0,1.07,1.81,0.0,1.13,0.56,1.8,0.0,0.25,0.0,0.09,0.24,0.56,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9800000000000001,0.17833333333333334,0.0,0.0,0.3016666666666667,0.3016666666666667,0.0,0.3,0.18066666666666667,0.17833333333333334,0.0,0.78,0.15452380952380954,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
12,0,0.36700000000000005,0.98,1,0.0,0.0,0.0,0.0,1.08,1.51,0.0,1.08,0.53,1.66,0.0,0.13,0.0,0.12,0.5,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9800000000000001,0.18000000000000002,0.0,0.0,0.25166666666666665,0.25166666666666665,0.0,0.27666666666666667,0.156,0.18000000000000002,0.0,0.7083333333333333,0.13714285714285715,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
13,0,0.4,0.98,1,0.0,0.0,0.0,0.0,1.13,1.45,0.0,1.1,0.51,1.61,0.0,0.13,0.0,0.17,0.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18833333333333332,0.0,0.0,0.0,0.0,0.0,0.26833333333333337,0.053666666666666675,0.18833333333333332,0.0,0.45666666666666667,0.06523809523809523,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
14,0,0.433,0.98,1,0.0,0.0,0.0,0.0,1.1,1.42,0.02,1.02,0.52,1.65,0.0,0.07,0.0,0.16,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.27499999999999997,0.05499999999999999,0.18333333333333335,0.0,0.4583333333333333,0.06547619047619048,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
15,0,0.467,0.98,1,0.0,0.0,0.0,0.0,1.03,1.36,0.02,1.0,0.5,1.81,0.0,0.19,0.0,0.13,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17166666666666666,0.0,0.0,0.0,0.0,0.0,0.3016666666666667,0.060333333333333336,0.17166666666666666,0.0,0.4733333333333334,0.06761904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
16,0,0.5,0.98,1,0.0,0.0,0.0,0.0,0.98,1.36,0.02,0.92,0.48,1.89,0.0,0.34,0.0,0.1,0.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.315,0.063,0.16333333333333333,0.0,0.47833333333333333,0.06833333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
17,0,0.5329999999999999,0.98,1,0.0,0.0,0.0,0.0,0.97,1.2,0.0,0.92,0.44,1.9,0.0,0.46,0.0,0.04,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16166666666666665,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.06333333333333332,0.16166666666666665,0.0,0.4783333333333333,0.06833333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
18,0,0.5670000000000001,0.98,1,0.0,0.0,0.0,0.0,1.0,1.13,0.0,0.92,0.42,1.89,0.0,0.51,0.0,0.01,0.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.315,0.063,0.16666666666666666,0.0,0.4816666666666667,0.0688095238095238,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
19,0,0.6,0.98,1,0.0,0.0,0.0,0.0,1.0,1.01,0.01,0.94,0.4,1.82,0.0,0.53,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.30333333333333334,0.06066666666666667,0.16666666666666666,0.0,0.47,0.06714285714285714,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
20,0,0.633,0.98,1,0.0,0.0,0.0,0.0,1.0,1.06,0.05,0.91,0.39,1.78,0.0,0.5,0.0,0.02,0.44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2966666666666667,0.059333333333333335,0.16666666666666666,0.0,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
21,0,0.667,0.98,1,0.0,0.0,0.0,0.0,1.01,1.11,0.08,0.89,0.43,1.71,0.0,0.36,0.0,0.07,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16833333333333333,0.0,0.0,0.0,0.0,0.0,0.285,0.056999999999999995,0.16833333333333333,0.0,0.4533333333333333,0.06476190476190476,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
22,0,0.7,0.98,1,0.0,0.0,0.0,0.0,1.06,1.22,0.07,0.82,0.46,1.73,0.0,0.26,0.05,0.07,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17666666666666667,0.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.057666666666666665,0.17666666666666667,0.0,0.46499999999999997,0.06642857142857142,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
23,0,0.733,0.98,1,0.0,0.0,0.0,0.0,1.09,1.38,0.03,0.77,0.47,1.72,0.0,0.15,0.05,0.05,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18166666666666667,0.0,0.0,0.0,0.0,0.0,0.2866666666666667,0.05733333333333333,0.18166666666666667,0.0,0.4683333333333334,0.06690476190476191,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
24,0,0.767,0.98,1,0.0,0.0,0.0,0.0,1.06,1.39,0.02,0.79,0.39,1.75,0.0,0.2,0.05,0.06,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17666666666666667,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.058333333333333334,0.17666666666666667,0.0,0.4683333333333334,0.06690476190476191,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
25,0,0.8,0.98,1,0.0,0.0,0.0,0.0,1.02,1.36,0.02,0.85,0.36,1.74,0.0,0.23,0.06,0.06,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17,0.0,0.0,0.0,0.0,0.0,0.29,0.057999999999999996,0.17,0.0,0.45999999999999996,0.06571428571428571,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
26,0,0.833,0.98,1,0.0,0.0,0.0,0.0,1.04,1.35,0.07,0.92,0.36,1.73,0.0,0.42,0.15,0.06,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.057666666666666665,0.17333333333333334,0.0,0.46166666666666667,0.06595238095238096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
27,0,0.867,0.98,1,0.0,0.0,0.0,0.0,1.1,1.28,0.05,0.86,0.39,1.7,0.0,0.47,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.2833333333333333,0.056666666666666664,0.18333333333333335,0.0,0.4666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
28,0,0.9,0.98,1,0.0,0.0,0.0,0.0,1.12,1.32,0.05,0.89,0.43,1.66,0.0,0.53,0.09,0.01,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.27666666666666667,0.05533333333333333,0.18666666666666668,0.0,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
29,0,0.9329999999999999,0.98,1,0.0,0.0,0.0,0.0,1.13,1.27,0.02,0.97,0.41,1.63,0.0,0.47,0.0,0.03,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18833333333333332,0.0,0.0,0.0,0.0,0.0,0.27166666666666667,0.05433333333333333,0.18833333333333332,0.0,0.45999999999999996,0.06571428571428571,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
30,0,0.9670000000000001,0.98,1,0.0,0.0,0.0,0.0,1.12,1.35,0.02,1.11,0.37,1.63,0.0,0.53,0.0,0.05,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.27166666666666667,0.05433333333333333,0.18666666666666668,0.0,0.45833333333333337,0.06547619047619048,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
31,0,1.0,0.98,1,0.0,0.0,0.0,0.0,1.11,1.35,0.03,1.18,0.35,1.63,0.0,0.59,0.0,0.04,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9800000000000001,0.18500000000000003,0.0,0.0,0.0,0.0,0.0,0.27166666666666667,0.05433333333333333,0.18500000000000003,0.0,0.45666666666666667,0.06523809523809523,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
32,0,1.033,0.98,1,0.0,0.0,0.0,0.0,1.09,1.43,0.01,1.15,0.36,1.69,0.0,0.65,0.0,0.04,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18166666666666667,0.0,0.0,0.0,0.0,0.0,0.2816666666666667,0.05633333333333333,0.18166666666666667,0.0,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
33,0,1.067,0.98,1,0.0,0.0,0.0,0.0,1.03,1.42,0.02,1.01,0.36,1.75,0.0,0.58,0.08,0.01,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.9800000000000001,0.17166666666666666,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.058333333333333334,0.17166666666666666,0.0,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
34,0,1.1,0.98,1,0.0,0.0,0.0,0.0,0.98,1.47,0.03,0.94,0.34,1.76,0.0,0.4,0.08,0.01,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.9800000000000001,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.29333333333333333,0.058666666666666666,0.16333333333333333,0.0,0.45666666666666667,0.06523809523809523,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
35,0,1.133,0.98,1,0.0,0.0,0.0,0.0,0.91,1.41,0.04,0.85,0.31,1.61,0.0,0.26,0.08,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0.15166666666666667,0.0,0.0,0.0,0.0,0.0,0.26833333333333337,0.053666666666666675,0.15166666666666667,0.0,0.42000000000000004,0.060000000000000005,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
36,0,1.167,0.98,1,0.02,0.03,0.0,0.0,0.97,1.51,0.03,0.98,0.35,1.6,0.0,0.28,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.16166666666666665,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.05333333333333333,0.16166666666666665,0.0,0.42833333333333334,0.06119047619047619,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
37,0,1.2,0.98,1,0.02,0.04,0.0,0.0,1.04,1.59,0.09,1.0,0.37,1.67,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.2783333333333333,0.05566666666666666,0.17333333333333334,0.0,0.45166666666666666,0.06452380952380952,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
38,0,1.2329999999999999,0.98,1,0.02,0.04,0.0,0.0,1.14,1.62,0.15,1.19,0.43,1.84,0.0,0.42,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.9800000000000001,0.18999999999999997,0.0,0.0,0.0,0.0,0.0,0.3066666666666667,0.06133333333333334,0.18999999999999997,0.0,0.4966666666666667,0.07095238095238096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
39,0,1.2670000000000001,0.98,1,0.0,0.01,0.0,0.0,1.16,1.56,0.21,1.27,0.48,1.91,0.0,0.47,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.9800000000000001,0.19333333333333333,0.0,0.0,0.0,0.0,0.0,0.3183333333333333,0.06366666666666666,0.19333333333333333,0.0,0.5116666666666666,0.07309523809523809,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
40,0,1.3,0.98,1,0.0,0.0,0.0,0.0,1.17,1.33,0.16,1.44,0.54,2.04,0.05,0.62,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.9800000000000001,0.19499999999999998,0.0,0.0,0.0,0.0,0.0,0.34,0.068,0.19499999999999998,0.0,0.535,0.07642857142857143,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,Pass,/app/raw_data/subj02_timepoint02.mp4
