mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.12300000000000001,0.081,0.027999999999999997,,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.077,0.043,0.016309506430300092,Pass,/app/raw_data/subj01_timepoint02.mp4
0.115,0.076,0.055,0.012409673645990861,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11599999999999999,0.079,0.063,0.008602325267042627,Pass,/app/raw_data/subj01_timepoint02.mp4
0.10800000000000001,0.081,0.07400000000000001,0.013747727084867515,Pass,/app/raw_data/subj01_timepoint02.mp4
0.10800000000000001,0.084,0.08,0.006708203932499363,Pass,/app/raw_data/subj01_timepoint02.mp4
0.106,0.083,0.086,0.006403124237432846,Pass,/app/raw_data/subj01_timepoint02.mp4
0.106,0.083,0.08800000000000001,0.0020000000000000157,Pass,/app/raw_data/subj01_timepoint02.mp4
0.105,0.08,0.091,0.004358898943540668,Pass,/app/raw_data/subj01_timepoint02.mp4
0.10800000000000001,0.078,0.092,0.003741657386773956,Pass,/app/raw_data/subj01_timepoint02.mp4
0.10800000000000001,0.079,0.094,0.0022360679774997916,Pass,/app/raw_data/subj01_timepoint02.mp4
0.107,0.077,0.09300000000000001,0.0024494897427831805,Pass,/app/raw_data/subj01_timepoint02.mp4
0.111,0.079,0.087,0.007483314773547901,Pass,/app/raw_data/subj01_timepoint02.mp4
0.105,0.078,0.083,0.007280109889280517,Pass,/app/raw_data/subj01_timepoint02.mp4
0.113,0.085,0.07400000000000001,0.013928388277184123,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11199999999999999,0.086,0.065,0.009110433579144307,Pass,/app/raw_data/subj01_timepoint02.mp4
0.126,0.08800000000000001,0.053,0.018547236990991423,Pass,/app/raw_data/subj01_timepoint02.mp4
0.127,0.08900000000000001,0.045,0.00812403840463596,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11699999999999999,0.091,0.038,0.012369316876852986,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11599999999999999,0.086,0.027000000000000003,0.012124355652982139,Pass,/app/raw_data/subj01_timepoint02.mp4
0.113,0.08800000000000001,0.013000000000000001,0.014456832294800962,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11599999999999999,0.086,0.002,0.011575836902790227,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11699999999999999,0.086,-0.009000000000000001,0.011045361017187262,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11900000000000001,0.08,-0.021,0.013564659966250534,Pass,/app/raw_data/subj01_timepoint02.mp4
0.115,0.077,-0.034,0.013928388277184123,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11599999999999999,0.084,-0.045,0.01307669683062202,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.086,-0.055999999999999994,0.011357816691600544,Pass,/app/raw_data/subj01_timepoint02.mp4
0.126,0.095,-0.068,0.017000000000000008,Pass,/app/raw_data/subj01_timepoint02.mp4
0.121,0.086,-0.075,0.012449899597988735,Pass,/app/raw_data/subj01_timepoint02.mp4
0.125,0.08900000000000001,-0.08800000000000001,0.013928388277184135,Pass,/app/raw_data/subj01_timepoint02.mp4
0.126,0.087,-0.095,0.007348469228349531,Pass,/app/raw_data/subj01_timepoint02.mp4
0.128,0.08800000000000001,-0.10099999999999999,0.006403124237432844,Pass,/app/raw_data/subj01_timepoint02.mp4
0.129,0.08900000000000001,-0.109,0.008124038404635967,Pass,/app/raw_data/subj01_timepoint02.mp4
0.129,0.087,-0.11199999999999999,0.0036055512754639887,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.087,-0.114,0.0028284271247462026,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.094,-0.114,0.007000000000000006,Pass,/app/raw_data/subj01_timepoint02.mp4
0.134,0.08900000000000001,-0.114,0.005830951894845293,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.085,-0.109,0.007071067811865481,Pass,/app/raw_data/subj01_timepoint02.mp4
0.124,0.08199999999999999,-0.10300000000000001,0.009695359714832662,Pass,/app/raw_data/subj01_timepoint02.mp4
0.127,0.079,-0.094,0.009949874371066205,Pass,/app/raw_data/subj01_timepoint02.mp4
0.125,0.076,-0.084,0.010630145812734646,Pass,/app/raw_data/subj01_timepoint02.mp4
0.125,0.07400000000000001,-0.075,0.009219544457292892,Pass,/app/raw_data/subj01_timepoint02.mp4
0.121,0.071,-0.065,0.01118033988749895,Pass,/app/raw_data/subj01_timepoint02.mp4
0.127,0.066,-0.054000000000000006,0.013490737563232037,Pass,/app/raw_data/subj01_timepoint02.mp4
0.128,0.069,-0.043,0.011445523142259608,Pass,/app/raw_data/subj01_timepoint02.mp4
0.121,0.064,-0.022000000000000002,0.02269361143582043,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11,0.062,-0.004,0.02118962010041709,Pass,/app/raw_data/subj01_timepoint02.mp4
0.107,0.054000000000000006,0.017,0.022671568097509268,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.052000000000000005,0.034,0.02034698994937581,Pass,/app/raw_data/subj01_timepoint02.mp4
0.115,0.045,0.052000000000000005,0.019544820285692068,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12,0.049,0.066,0.015394804318340649,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.05,0.083,0.017146428199482245,Pass,/app/raw_data/subj01_timepoint02.mp4
0.115,0.05,0.098,0.015297058540778355,Pass,/app/raw_data/subj01_timepoint02.mp4
0.122,0.049,0.111,0.014798648586948737,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12300000000000001,0.053,0.12,0.00989949493661166,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12300000000000001,0.054000000000000006,0.127,0.007071067811865482,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.057,0.136,0.010723805294763616,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12300000000000001,0.052000000000000005,0.142,0.00927361849549569,Pass,/app/raw_data/subj01_timepoint02.mp4
0.127,0.054000000000000006,0.14300000000000002,0.004582575694955838,Pass,/app/raw_data/subj01_timepoint02.mp4
0.13,0.054000000000000006,0.14300000000000002,0.0030000000000000027,Pass,/app/raw_data/subj01_timepoint02.mp4
0.127,0.059000000000000004,0.145,0.006164414002968967,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11900000000000001,0.063,0.141,0.009797958971132706,Pass,/app/raw_data/subj01_timepoint02.mp4
0.124,0.065,0.133,0.009643650760992934,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.068,0.127,0.009,Pass,/app/raw_data/subj01_timepoint02.mp4
0.11800000000000001,0.07,0.12,0.007280109889280525,Pass,/app/raw_data/subj01_timepoint02.mp4
0.121,0.07400000000000001,0.11,0.011180339887498942,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12,0.08199999999999999,0.096,0.016155494421403502,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12300000000000001,0.08,0.084,0.012529964086141666,Pass,/app/raw_data/subj01_timepoint02.mp4
0.124,0.081,0.07,0.014071247279470286,Pass,/app/raw_data/subj01_timepoint02.mp4
0.135,0.085,0.048,0.024919871588754236,Pass,/app/raw_data/subj01_timepoint02.mp4
0.13,0.08199999999999999,0.035,0.01424780684877501,Pass,/app/raw_data/subj01_timepoint02.mp4
0.133,0.076,0.018000000000000002,0.018275666882497064,Pass,/app/raw_data/subj01_timepoint02.mp4
0.125,0.071,0.006,0.015264337522473755,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.07400000000000001,-0.006999999999999999,0.014628738838327798,Pass,/app/raw_data/subj01_timepoint02.mp4
0.126,0.07200000000000001,-0.018000000000000002,0.012247448713915894,Pass,/app/raw_data/subj01_timepoint02.mp4
0.133,0.071,-0.027999999999999997,0.012247448713915891,Pass,/app/raw_data/subj01_timepoint02.mp4
0.133,0.07,-0.038,0.01004987562112089,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.068,-0.044000000000000004,0.006633249580710806,Pass,/app/raw_data/subj01_timepoint02.mp4
0.124,0.066,-0.052000000000000005,0.010816653826391973,Pass,/app/raw_data/subj01_timepoint02.mp4
0.12300000000000001,0.064,-0.059000000000000004,0.007348469228349533,Pass,/app/raw_data/subj01_timepoint02.mp4
0.131,0.064,-0.062,0.008544003745317523,Pass,/app/raw_data/subj01_timepoint02.mp4
