aco_int,Frames,dbm_master_url,error_reason
51.97459009849596,0,/app/raw_data/subj01_timepoint02.mp4,Pass
52.26036068879666,1,/app/raw_data/subj01_timepoint02.mp4,Pass
52.54696175604056,2,/app/raw_data/subj01_timepoint02.mp4,Pass
52.793117188407464,3,/app/raw_data/subj01_timepoint02.mp4,Pass
53.03895410757949,4,/app/raw_data/subj01_timepoint02.mp4,Pass
53.29055735420137,5,/app/raw_data/subj01_timepoint02.mp4,Pass
53.49931054437589,6,/app/raw_data/subj01_timepoint02.mp4,Pass
53.651689226147845,7,/app/raw_data/subj01_timepoint02.mp4,Pass
53.77733715984143,8,/app/raw_data/subj01_timepoint02.mp4,Pass
53.890995237457275,9,/app/raw_data/subj01_timepoint02.mp4,Pass
53.985595237653556,10,/app/raw_data/subj01_timepoint02.mp4,Pass
54.05392548853137,11,/app/raw_data/subj01_timepoint02.mp4,Pass
54.09455159148096,12,/app/raw_data/subj01_timepoint02.mp4,Pass
54.10692398997326,13,/app/raw_data/subj01_timepoint02.mp4,Pass
54.09274895567065,14,/app/raw_data/subj01_timepoint02.mp4,Pass
54.03079257226386,15,/app/raw_data/subj01_timepoint02.mp4,Pass
53.94598668828658,16,/app/raw_data/subj01_timepoint02.mp4,Pass
53.838766108757135,17,/app/raw_data/subj01_timepoint02.mp4,Pass
53.70286282971427,18,/app/raw_data/subj01_timepoint02.mp4,Pass
53.53759597222905,19,/app/raw_data/subj01_timepoint02.mp4,Pass
53.35512576565552,20,/app/raw_data/subj01_timepoint02.mp4,Pass
53.16448418187612,21,/app/raw_data/subj01_timepoint02.mp4,Pass
52.95501391889586,22,/app/raw_data/subj01_timepoint02.mp4,Pass
52.75884509683938,23,/app/raw_data/subj01_timepoint02.mp4,Pass
52.5786939253706,24,/app/raw_data/subj01_timepoint02.mp4,Pass
52.439852744846824,25,/app/raw_data/subj01_timepoint02.mp4,Pass
52.30551481994249,26,/app/raw_data/subj01_timepoint02.mp4,Pass
52.193539175738515,27,/app/raw_data/subj01_timepoint02.mp4,Pass
