aco_fm1,aco_fm2,aco_fm3,aco_fm4,error_reason,Frames,dbm_master_url
2929.326167308206,2929.326167308206,2929.326167308206,2929.326167308206,Pass,102,/app/raw_data/subj01_timepoint02.mp4
3945.628853166363,3945.628853166363,3945.628853166363,3945.628853166363,Pass,103,/app/raw_data/subj01_timepoint02.mp4
646.0061873719693,646.0061873719693,646.0061873719693,646.0061873719693,Pass,104,/app/raw_data/subj01_timepoint02.mp4
1533.0916858003686,1533.0916858003686,1533.0916858003686,1533.0916858003686,Pass,105,/app/raw_data/subj01_timepoint02.mp4
2893.294068121804,2893.294068121804,2893.294068121804,2893.294068121804,Pass,106,/app/raw_data/subj01_timepoint02.mp4
3909.1745150006795,3909.1745150006795,3909.1745150006795,3909.1745150006795,Pass,107,/app/raw_data/subj01_timepoint02.mp4
646.5688860676516,646.5688860676516,646.5688860676516,646.5688860676516,Pass,108,/app/raw_data/subj01_timepoint02.mp4
1500.6740620178962,1500.6740620178962,1500.6740620178962,1500.6740620178962,Pass,109,/app/raw_data/subj01_timepoint02.mp4
2856.958186254039,2856.958186254039,2856.958186254039,2856.958186254039,Pass,110,/app/raw_data/subj01_timepoint02.mp4
3872.0886514781264,3872.0886514781264,3872.0886514781264,3872.0886514781264,Pass,111,/app/raw_data/subj01_timepoint02.mp4
645.8417994208615,645.8417994208615,645.8417994208615,645.8417994208615,Pass,112,/app/raw_data/subj01_timepoint02.mp4
1470.9351155536467,1470.9351155536467,1470.9351155536467,1470.9351155536467,Pass,113,/app/raw_data/subj01_timepoint02.mp4
2817.6753648317563,2817.6753648317563,2817.6753648317563,2817.6753648317563,Pass,114,/app/raw_data/subj01_timepoint02.mp4
3836.5818419011525,3836.5818419011525,3836.5818419011525,3836.5818419011525,Pass,115,/app/raw_data/subj01_timepoint02.mp4
639.4720064404224,639.4720064404224,639.4720064404224,639.4720064404224,Pass,116,/app/raw_data/subj01_timepoint02.mp4
1443.466030870886,1443.466030870886,1443.466030870886,1443.466030870886,Pass,117,/app/raw_data/subj01_timepoint02.mp4
2774.3925523803614,2774.3925523803614,2774.3925523803614,2774.3925523803614,Pass,118,/app/raw_data/subj01_timepoint02.mp4
3807.0508289307836,3807.0508289307836,3807.0508289307836,3807.0508289307836,Pass,119,/app/raw_data/subj01_timepoint02.mp4
623.5905804133763,623.5905804133763,623.5905804133763,623.5905804133763,Pass,120,/app/raw_data/subj01_timepoint02.mp4
1418.537420747512,1418.537420747512,1418.537420747512,1418.537420747512,Pass,121,/app/raw_data/subj01_timepoint02.mp4
2729.4313030760877,2729.4313030760877,2729.4313030760877,2729.4313030760877,Pass,122,/app/raw_data/subj01_timepoint02.mp4
3788.5543885765037,3788.5543885765037,3788.5543885765037,3788.5543885765037,Pass,123,/app/raw_data/subj01_timepoint02.mp4
598.6632384199024,598.6632384199024,598.6632384199024,598.6632384199024,Pass,124,/app/raw_data/subj01_timepoint02.mp4
1397.3845573015315,1397.3845573015315,1397.3845573015315,1397.3845573015315,Pass,125,/app/raw_data/subj01_timepoint02.mp4
2688.1876669378735,2688.1876669378735,2688.1876669378735,2688.1876669378735,Pass,126,/app/raw_data/subj01_timepoint02.mp4
3782.876373094479,3782.876373094479,3782.876373094479,3782.876373094479,Pass,127,/app/raw_data/subj01_timepoint02.mp4
570.825346039481,570.825346039481,570.825346039481,570.825346039481,Pass,128,/app/raw_data/subj01_timepoint02.mp4
1381.257346759716,1381.257346759716,1381.257346759716,1381.257346759716,Pass,129,/app/raw_data/subj01_timepoint02.mp4
2655.6483893381637,2655.6483893381637,2655.6483893381637,2655.6483893381637,Pass,130,/app/raw_data/subj01_timepoint02.mp4
3786.2020084667174,3786.2020084667174,3786.2020084667174,3786.2020084667174,Pass,131,/app/raw_data/subj01_timepoint02.mp4
547.0854749233459,547.0854749233459,547.0854749233459,547.0854749233459,Pass,132,/app/raw_data/subj01_timepoint02.mp4
1370.3526646088555,1370.3526646088555,1370.3526646088555,1370.3526646088555,Pass,133,/app/raw_data/subj01_timepoint02.mp4
2633.152398942726,2633.152398942726,2633.152398942726,2633.152398942726,Pass,134,/app/raw_data/subj01_timepoint02.mp4
3791.3476853910183,3791.3476853910183,3791.3476853910183,3791.3476853910183,Pass,135,/app/raw_data/subj01_timepoint02.mp4
530.3262728645226,530.3262728645226,530.3262728645226,530.3262728645226,Pass,136,/app/raw_data/subj01_timepoint02.mp4
1363.887514010984,1363.887514010984,1363.887514010984,1363.887514010984,Pass,137,/app/raw_data/subj01_timepoint02.mp4
2618.8809292797573,2618.8809292797573,2618.8809292797573,2618.8809292797573,Pass,138,/app/raw_data/subj01_timepoint02.mp4
3791.9525888189737,3791.9525888189737,3791.9525888189737,3791.9525888189737,Pass,139,/app/raw_data/subj01_timepoint02.mp4
519.5165573413351,519.5165573413351,519.5165573413351,519.5165573413351,Pass,140,/app/raw_data/subj01_timepoint02.mp4
1360.6133153892163,1360.6133153892163,1360.6133153892163,1360.6133153892163,Pass,141,/app/raw_data/subj01_timepoint02.mp4
2610.100342215018,2610.100342215018,2610.100342215018,2610.100342215018,Pass,142,/app/raw_data/subj01_timepoint02.mp4
3784.0406424141584,3784.0406424141584,3784.0406424141584,3784.0406424141584,Pass,143,/app/raw_data/subj01_timepoint02.mp4
512.1786092606043,512.1786092606043,512.1786092606043,512.1786092606043,Pass,144,/app/raw_data/subj01_timepoint02.mp4
1359.057411629714,1359.057411629714,1359.057411629714,1359.057411629714,Pass,145,/app/raw_data/subj01_timepoint02.mp4
2604.4135099238383,2604.4135099238383,2604.4135099238383,2604.4135099238383,Pass,146,/app/raw_data/subj01_timepoint02.mp4
3765.062272813084,3765.062272813084,3765.062272813084,3765.062272813084,Pass,147,/app/raw_data/subj01_timepoint02.mp4
505.8987747339382,505.8987747339382,505.8987747339382,505.8987747339382,Pass,148,/app/raw_data/subj01_timepoint02.mp4
1357.6064244999811,1357.6064244999811,1357.6064244999811,1357.6064244999811,Pass,149,/app/raw_data/subj01_timepoint02.mp4
2599.8564949726947,2599.8564949726947,2599.8564949726947,2599.8564949726947,Pass,150,/app/raw_data/subj01_timepoint02.mp4
3733.312382318101,3733.312382318101,3733.312382318101,3733.312382318101,Pass,151,/app/raw_data/subj01_timepoint02.mp4
498.7670035572707,498.7670035572707,498.7670035572707,498.7670035572707,Pass,152,/app/raw_data/subj01_timepoint02.mp4
1354.6964467511582,1354.6964467511582,1354.6964467511582,1354.6964467511582,Pass,153,/app/raw_data/subj01_timepoint02.mp4
2594.6256684549976,2594.6256684549976,2594.6256684549976,2594.6256684549976,Pass,154,/app/raw_data/subj01_timepoint02.mp4
3688.854623239757,3688.854623239757,3688.854623239757,3688.854623239757,Pass,155,/app/raw_data/subj01_timepoint02.mp4
489.421939876885,489.421939876885,489.421939876885,489.421939876885,Pass,156,/app/raw_data/subj01_timepoint02.mp4
1349.2361325722045,1349.2361325722045,1349.2361325722045,1349.2361325722045,Pass,157,/app/raw_data/subj01_timepoint02.mp4
2586.911369854503,2586.911369854503,2586.911369854503,2586.911369854503,Pass,158,/app/raw_data/subj01_timepoint02.mp4
3634.796316283954,3634.796316283954,3634.796316283954,3634.796316283954,Pass,159,/app/raw_data/subj01_timepoint02.mp4
476.98642659094065,476.98642659094065,476.98642659094065,476.98642659094065,Pass,160,/app/raw_data/subj01_timepoint02.mp4
1341.1857895681571,1341.1857895681571,1341.1857895681571,1341.1857895681571,Pass,161,/app/raw_data/subj01_timepoint02.mp4
2574.853142445161,2574.853142445161,2574.853142445161,2574.853142445161,Pass,162,/app/raw_data/subj01_timepoint02.mp4
3576.550891078963,3576.550891078963,3576.550891078963,3576.550891078963,Pass,163,/app/raw_data/subj01_timepoint02.mp4
460.84164078908447,460.84164078908447,460.84164078908447,460.84164078908447,Pass,164,/app/raw_data/subj01_timepoint02.mp4
1331.8908674296547,1331.8908674296547,1331.8908674296547,1331.8908674296547,Pass,165,/app/raw_data/subj01_timepoint02.mp4
2556.313356871739,2556.313356871739,2556.313356871739,2556.313356871739,Pass,166,/app/raw_data/subj01_timepoint02.mp4
3518.730323555935,3518.730323555935,3518.730323555935,3518.730323555935,Pass,167,/app/raw_data/subj01_timepoint02.mp4
440.0686494847072,440.0686494847072,440.0686494847072,440.0686494847072,Pass,168,/app/raw_data/subj01_timepoint02.mp4
1323.5980858352445,1323.5980858352445,1323.5980858352445,1323.5980858352445,Pass,169,/app/raw_data/subj01_timepoint02.mp4
2528.2088579506485,2528.2088579506485,2528.2088579506485,2528.2088579506485,Pass,170,/app/raw_data/subj01_timepoint02.mp4
3462.8139936326293,3462.8139936326293,3462.8139936326293,3462.8139936326293,Pass,171,/app/raw_data/subj01_timepoint02.mp4
412.29590482849693,412.29590482849693,412.29590482849693,412.29590482849693,Pass,172,/app/raw_data/subj01_timepoint02.mp4
1318.1753175808703,1318.1753175808703,1318.1753175808703,1318.1753175808703,Pass,173,/app/raw_data/subj01_timepoint02.mp4
2485.698522561946,2485.698522561946,2485.698522561946,2485.698522561946,Pass,174,/app/raw_data/subj01_timepoint02.mp4
3408.0607445507176,3408.0607445507176,3408.0607445507176,3408.0607445507176,Pass,175,/app/raw_data/subj01_timepoint02.mp4
371.4882070170291,371.4882070170291,371.4882070170291,371.4882070170291,Pass,176,/app/raw_data/subj01_timepoint02.mp4
1316.1755486129282,1316.1755486129282,1316.1755486129282,1316.1755486129282,Pass,177,/app/raw_data/subj01_timepoint02.mp4
2422.6137265270313,2422.6137265270313,2422.6137265270313,2422.6137265270313,Pass,178,/app/raw_data/subj01_timepoint02.mp4
3354.7628696285356,3354.7628696285356,3354.7628696285356,3354.7628696285356,Pass,179,/app/raw_data/subj01_timepoint02.mp4
304.06070193888735,304.06070193888735,304.06070193888735,304.06070193888735,Pass,180,/app/raw_data/subj01_timepoint02.mp4
1317.559690685675,1317.559690685675,1317.559690685675,1317.559690685675,Pass,181,/app/raw_data/subj01_timepoint02.mp4
2336.2228007925623,2336.2228007925623,2336.2228007925623,2336.2228007925623,Pass,182,/app/raw_data/subj01_timepoint02.mp4
3306.5070281800026,3306.5070281800026,3306.5070281800026,3306.5070281800026,Pass,183,/app/raw_data/subj01_timepoint02.mp4
182.6585611416968,182.6585611416968,182.6585611416968,182.6585611416968,Pass,184,/app/raw_data/subj01_timepoint02.mp4
1324.2112092147775,1324.2112092147775,1324.2112092147775,1324.2112092147775,Pass,185,/app/raw_data/subj01_timepoint02.mp4
2237.781929776106,2237.781929776106,2237.781929776106,2237.781929776106,Pass,186,/app/raw_data/subj01_timepoint02.mp4
3268.700575795875,3268.700575795875,3268.700575795875,3268.700575795875,Pass,187,/app/raw_data/subj01_timepoint02.mp4
1325.180852446208,1325.180852446208,1325.180852446208,1325.180852446208,Pass,188,/app/raw_data/subj01_timepoint02.mp4
2143.9148234590866,2143.9148234590866,2143.9148234590866,2143.9148234590866,Pass,189,/app/raw_data/subj01_timepoint02.mp4
3230.878865565931,3230.878865565931,3230.878865565931,3230.878865565931,Pass,190,/app/raw_data/subj01_timepoint02.mp4
4732.168585414959,4732.168585414959,4732.168585414959,4732.168585414959,Pass,191,/app/raw_data/subj01_timepoint02.mp4
106.1622712725468,106.1622712725468,106.1622712725468,106.1622712725468,Pass,192,/app/raw_data/subj01_timepoint02.mp4
1388.6457352603718,1388.6457352603718,1388.6457352603718,1388.6457352603718,Pass,193,/app/raw_data/subj01_timepoint02.mp4
2143.3741638619395,2143.3741638619395,2143.3741638619395,2143.3741638619395,Pass,194,/app/raw_data/subj01_timepoint02.mp4
3264.6501985727887,3264.6501985727887,3264.6501985727887,3264.6501985727887,Pass,195,/app/raw_data/subj01_timepoint02.mp4
280.7978144165098,280.7978144165098,280.7978144165098,280.7978144165098,Pass,196,/app/raw_data/subj01_timepoint02.mp4
1420.827727544797,1420.827727544797,1420.827727544797,1420.827727544797,Pass,197,/app/raw_data/subj01_timepoint02.mp4
2160.1503013585866,2160.1503013585866,2160.1503013585866,2160.1503013585866,Pass,198,/app/raw_data/subj01_timepoint02.mp4
3260.4515239279294,3260.4515239279294,3260.4515239279294,3260.4515239279294,Pass,199,/app/raw_data/subj01_timepoint02.mp4
383.9559206364406,383.9559206364406,383.9559206364406,383.9559206364406,Pass,200,/app/raw_data/subj01_timepoint02.mp4
1458.13088681156,1458.13088681156,1458.13088681156,1458.13088681156,Pass,201,/app/raw_data/subj01_timepoint02.mp4
2231.7444748606435,2231.7444748606435,2231.7444748606435,2231.7444748606435,Pass,202,/app/raw_data/subj01_timepoint02.mp4
3300.7752843490234,3300.7752843490234,3300.7752843490234,3300.7752843490234,Pass,203,/app/raw_data/subj01_timepoint02.mp4
438.3755302513529,438.3755302513529,438.3755302513529,438.3755302513529,Pass,204,/app/raw_data/subj01_timepoint02.mp4
1484.2822399761294,1484.2822399761294,1484.2822399761294,1484.2822399761294,Pass,205,/app/raw_data/subj01_timepoint02.mp4
2300.444283139021,2300.444283139021,2300.444283139021,2300.444283139021,Pass,206,/app/raw_data/subj01_timepoint02.mp4
3359.8556796576954,3359.8556796576954,3359.8556796576954,3359.8556796576954,Pass,207,/app/raw_data/subj01_timepoint02.mp4
468.2297709847237,468.2297709847237,468.2297709847237,468.2297709847237,Pass,208,/app/raw_data/subj01_timepoint02.mp4
1503.39922239951,1503.39922239951,1503.39922239951,1503.39922239951,Pass,209,/app/raw_data/subj01_timepoint02.mp4
2346.8632653753903,2346.8632653753903,2346.8632653753903,2346.8632653753903,Pass,210,/app/raw_data/subj01_timepoint02.mp4
3430.4568929078537,3430.4568929078537,3430.4568929078537,3430.4568929078537,Pass,211,/app/raw_data/subj01_timepoint02.mp4
486.0178277612893,486.0178277612893,486.0178277612893,486.0178277612893,Pass,212,/app/raw_data/subj01_timepoint02.mp4
1519.1860084988753,1519.1860084988753,1519.1860084988753,1519.1860084988753,Pass,213,/app/raw_data/subj01_timepoint02.mp4
2370.812773331286,2370.812773331286,2370.812773331286,2370.812773331286,Pass,214,/app/raw_data/subj01_timepoint02.mp4
3506.3414390820617,3506.3414390820617,3506.3414390820617,3506.3414390820617,Pass,215,/app/raw_data/subj01_timepoint02.mp4
498.6435304896528,498.6435304896528,498.6435304896528,498.6435304896528,Pass,216,/app/raw_data/subj01_timepoint02.mp4
1533.4945289777459,1533.4945289777459,1533.4945289777459,1533.4945289777459,Pass,217,/app/raw_data/subj01_timepoint02.mp4
2375.477610174233,2375.477610174233,2375.477610174233,2375.477610174233,Pass,218,/app/raw_data/subj01_timepoint02.mp4
3585.2555588634755,3585.2555588634755,3585.2555588634755,3585.2555588634755,Pass,219,/app/raw_data/subj01_timepoint02.mp4
511.1263608422211,511.1263608422211,511.1263608422211,511.1263608422211,Pass,220,/app/raw_data/subj01_timepoint02.mp4
1546.3568661686113,1546.3568661686113,1546.3568661686113,1546.3568661686113,Pass,221,/app/raw_data/subj01_timepoint02.mp4
2360.5855125028074,2360.5855125028074,2360.5855125028074,2360.5855125028074,Pass,222,/app/raw_data/subj01_timepoint02.mp4
3667.0649599463163,3667.0649599463163,3667.0649599463163,3667.0649599463163,Pass,223,/app/raw_data/subj01_timepoint02.mp4
528.7854633748511,528.7854633748511,528.7854633748511,528.7854633748511,Pass,224,/app/raw_data/subj01_timepoint02.mp4
1555.3078179580004,1555.3078179580004,1555.3078179580004,1555.3078179580004,Pass,225,/app/raw_data/subj01_timepoint02.mp4
2319.2392420085207,2319.2392420085207,2319.2392420085207,2319.2392420085207,Pass,226,/app/raw_data/subj01_timepoint02.mp4
3748.9876495460912,3748.9876495460912,3748.9876495460912,3748.9876495460912,Pass,227,/app/raw_data/subj01_timepoint02.mp4
560.5721679466631,560.5721679466631,560.5721679466631,560.5721679466631,Pass,228,/app/raw_data/subj01_timepoint02.mp4
1547.7855920107795,1547.7855920107795,1547.7855920107795,1547.7855920107795,Pass,229,/app/raw_data/subj01_timepoint02.mp4
2234.6712532486245,2234.6712532486245,2234.6712532486245,2234.6712532486245,Pass,230,/app/raw_data/subj01_timepoint02.mp4
3818.5173151057315,3818.5173151057315,3818.5173151057315,3818.5173151057315,Pass,231,/app/raw_data/subj01_timepoint02.mp4
637.532322516775,637.532322516775,637.532322516775,637.532322516775,Pass,232,/app/raw_data/subj01_timepoint02.mp4
1397.91368963714,1397.91368963714,1397.91368963714,1397.91368963714,Pass,233,/app/raw_data/subj01_timepoint02.mp4
2127.43339060419,2127.43339060419,2127.43339060419,2127.43339060419,Pass,234,/app/raw_data/subj01_timepoint02.mp4
3852.288968089018,3852.288968089018,3852.288968089018,3852.288968089018,Pass,235,/app/raw_data/subj01_timepoint02.mp4
347.0547681535018,347.0547681535018,347.0547681535018,347.0547681535018,Pass,236,/app/raw_data/subj01_timepoint02.mp4
891.956144271693,891.956144271693,891.956144271693,891.956144271693,Pass,237,/app/raw_data/subj01_timepoint02.mp4
2091.6598894783506,2091.6598894783506,2091.6598894783506,2091.6598894783506,Pass,238,/app/raw_data/subj01_timepoint02.mp4
3830.6275264395786,3830.6275264395786,3830.6275264395786,3830.6275264395786,Pass,239,/app/raw_data/subj01_timepoint02.mp4
929.8117098727777,929.8117098727777,929.8117098727777,929.8117098727777,Pass,240,/app/raw_data/subj01_timepoint02.mp4
2069.9339074884806,2069.9339074884806,2069.9339074884806,2069.9339074884806,Pass,241,/app/raw_data/subj01_timepoint02.mp4
3730.1039042524926,3730.1039042524926,3730.1039042524926,3730.1039042524926,Pass,242,/app/raw_data/subj01_timepoint02.mp4
4583.372463587418,4583.372463587418,4583.372463587418,4583.372463587418,Pass,243,/app/raw_data/subj01_timepoint02.mp4
952.483583057832,952.483583057832,952.483583057832,952.483583057832,Pass,244,/app/raw_data/subj01_timepoint02.mp4
2092.06510227094,2092.06510227094,2092.06510227094,2092.06510227094,Pass,245,/app/raw_data/subj01_timepoint02.mp4
3674.4766697092336,3674.4766697092336,3674.4766697092336,3674.4766697092336,Pass,246,/app/raw_data/subj01_timepoint02.mp4
4655.383064000581,4655.383064000581,4655.383064000581,4655.383064000581,Pass,247,/app/raw_data/subj01_timepoint02.mp4
957.6774634749721,957.6774634749721,957.6774634749721,957.6774634749721,Pass,248,/app/raw_data/subj01_timepoint02.mp4
2098.8179922459917,2098.8179922459917,2098.8179922459917,2098.8179922459917,Pass,249,/app/raw_data/subj01_timepoint02.mp4
3612.6827791519368,3612.6827791519368,3612.6827791519368,3612.6827791519368,Pass,250,/app/raw_data/subj01_timepoint02.mp4
4709.275774340847,4709.275774340847,4709.275774340847,4709.275774340847,Pass,251,/app/raw_data/subj01_timepoint02.mp4
959.0355032621027,959.0355032621027,959.0355032621027,959.0355032621027,Pass,252,/app/raw_data/subj01_timepoint02.mp4
2105.019275380903,2105.019275380903,2105.019275380903,2105.019275380903,Pass,253,/app/raw_data/subj01_timepoint02.mp4
3565.557667208072,3565.557667208072,3565.557667208072,3565.557667208072,Pass,254,/app/raw_data/subj01_timepoint02.mp4
4746.001441320458,4746.001441320458,4746.001441320458,4746.001441320458,Pass,255,/app/raw_data/subj01_timepoint02.mp4
958.2410310964219,958.2410310964219,958.2410310964219,958.2410310964219,Pass,256,/app/raw_data/subj01_timepoint02.mp4
2108.355048694606,2108.355048694606,2108.355048694606,2108.355048694606,Pass,257,/app/raw_data/subj01_timepoint02.mp4
3525.456454367831,3525.456454367831,3525.456454367831,3525.456454367831,Pass,258,/app/raw_data/subj01_timepoint02.mp4
4764.974239067251,4764.974239067251,4764.974239067251,4764.974239067251,Pass,259,/app/raw_data/subj01_timepoint02.mp4
956.0790301739431,956.0790301739431,956.0790301739431,956.0790301739431,Pass,260,/app/raw_data/subj01_timepoint02.mp4
2107.0173648847867,2107.0173648847867,2107.0173648847867,2107.0173648847867,Pass,261,/app/raw_data/subj01_timepoint02.mp4
3486.0152059217553,3486.0152059217553,3486.0152059217553,3486.0152059217553,Pass,262,/app/raw_data/subj01_timepoint02.mp4
4764.369864911942,4764.369864911942,4764.369864911942,4764.369864911942,Pass,263,/app/raw_data/subj01_timepoint02.mp4
953.4501814324221,953.4501814324221,953.4501814324221,953.4501814324221,Pass,264,/app/raw_data/subj01_timepoint02.mp4
2100.078902042062,2100.078902042062,2100.078902042062,2100.078902042062,Pass,265,/app/raw_data/subj01_timepoint02.mp4
3440.462935225796,3440.462935225796,3440.462935225796,3440.462935225796,Pass,266,/app/raw_data/subj01_timepoint02.mp4
4739.08186209127,4739.08186209127,4739.08186209127,4739.08186209127,Pass,267,/app/raw_data/subj01_timepoint02.mp4
951.737059525507,951.737059525507,951.737059525507,951.737059525507,Pass,268,/app/raw_data/subj01_timepoint02.mp4
2088.3242005442617,2088.3242005442617,2088.3242005442617,2088.3242005442617,Pass,269,/app/raw_data/subj01_timepoint02.mp4
3383.83710193166,3383.83710193166,3383.83710193166,3383.83710193166,Pass,270,/app/raw_data/subj01_timepoint02.mp4
